source,dc_reference_file,n_Q_grid,Q_lo_Ah,Q_hi_Ah,Q_grid_step_Ah,dt_even_minus_odd_mean_s,dt_even_minus_odd_median_s,dt_even_minus_odd_p95_abs_s,dt_even_minus_odd_max_abs_s,dt_full_minus_even_p95_abs_s,dt_full_minus_even_max_abs_s,dt_full_minus_odd_p95_abs_s,dt_full_minus_odd_max_abs_s,day22A_self_consistency_resolution_p95_s,day22A_self_consistency_resolution_max_s,repeat_based_noise_floor_available,floor_scope,formal_disappearance_claim_allowed
0.3C_DC_self_consistency_even_odd_split,MJ1_0p3C_DC_NGU201_raw.csv,320,0.05,3.2399999999999998,0.01,-1.1112249787361774,-1.000017919090169,1.4148110884366367,8.157068945853098,0.006236364154938205,0.09980903681571363,1.4088925033310267,8.256877982668811,1.4148110884366367,8.256877982668811,False,lower_bound_for_sampling_interpolation_first_passage_resolution_not_repeatability,False
