condition,protocol_type,dc_c,ac_c,peak_c,tau_factor_set,t_end_min,Q_end_Ah,min_U_NE_vs_Li_mV,min_U_NE_separator_mV,min_U_NE_xavg_mV,t_at_min_U_NE_s,Q_at_min_U_NE_Ah,I_charge_at_min_U_NE_A,fraction_time_below_50mV,fraction_time_below_0mV,margin_class
Chen2020_DFN_amp_DC03,DC,0.3,0.0,0.3,,179.71516011214,4.4928790028035,37.28056183906979,37.91745153837418,46.709658513080605,10782.9096067284,4.4928790028035,1.5,0.21983715766099185,0.0,near_boundary
Chen2020_DFN_amp_DC03_AC0p1_1p5tauSet,DCAC,0.3,0.1,0.4,1.5,177.55258885535696,4.441013431660316,25.760879376378664,26.58435399160024,37.7510841183531,10360.472094418883,4.325348232749463,1.9962838606980253,0.15580177582150717,0.0,near_boundary
Chen2020_DFN_amp_DC03_AC0p2_1p5tauSet,DCAC,0.3,0.2,0.5,1.5,172.17244359008757,4.31311479101443,15.144143738760315,16.154976459736705,29.67925843822358,10019.030570535835,4.19179266229714,2.4905890459785667,0.1422462142456534,0.0,near_boundary
Chen2020_DFN_amp_DC03_AC0p3_1p5tauSet,DCAC,0.3,0.3,0.6,1.5,161.0303277072308,4.045353228491462,6.6610047008486255,7.826374951294939,23.23644295075757,9661.819662433849,4.045353228491462,2.9859709048456686,0.12872123302132452,0.0,near_boundary
Chen2020_DFN_amp_DC03_AC0p4_1p5tauSet,DCAC,0.3,0.4,0.7,1.5,155.20831361102788,3.9024939672633794,-1.327812966396317,0.05330405836982688,18.103425737882688,8992.198439687936,3.78113537481487,3.481210103584456,0.15614322809894765,0.0027333606669400026,risk_flag
Chen2020_DFN_amp_DC03_AC0p5_1p5tauSet,DCAC,0.3,0.5,0.8,1.5,149.59046790263588,3.7711499740918777,-9.38687529490361,-7.823620777971343,11.94641686002592,8648.750328937327,3.6458245853236275,3.9832989630810016,0.1868433701847147,0.01854013596099705,risk_flag
Chen2020_DFN_amp_DC03_AC0p7_1p5tauSet,DCAC,0.3,0.7,1.0,1.5,143.79854350950947,3.6339416312270765,-25.29869098240431,-23.359654030040264,1.8300322633943924,8309.072265923156,3.5236683519377916,4.9534192555475896,0.22230433322136378,0.03997312730937185,risk_flag
