protocol_pair,Q_Ah,dt_resid_s,fp_err_DC_s,fp_err_DCAC_s,residual_reconstructed_s,reconstruction_error_s
0.3C DC vs 0.3C+0.7C 0.1tau,1.93,-3.6085702365808174,0.7165051376114207,4.325075374193148,-3.608570236581727,9.094947017729282e-13
0.3C DC vs 0.3C+0.7C 0.1tau,1.94,-3.483268697486892,0.7201379589378121,4.203406656425614,-3.4832686974878015,9.094947017729282e-13
0.3C DC vs 0.3C+0.7C 0.1tau,1.95,-3.294607793999603,0.7236929615255576,4.01830075552607,-3.2946077940005125,9.094947017729282e-13
0.3C DC vs 0.3C+0.7C 0.1tau,1.96,-3.0042352880982435,0.7272244613322982,3.731459749431451,-3.004235288099153,9.094947017729282e-13
0.3C DC vs 0.3C+0.7C 0.1tau,1.97,1.006155364913866,0.7307389510087887,-0.2754164139050772,1.006155364913866,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,1.98,1.0636738994180632,0.7342517443985344,-0.3294221550195289,1.0636738994180632,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,1.99,1.0980689946318307,0.7377933695552201,-0.3602756250766106,1.0980689946318307,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.0,1.1084599611640442,0.7413541111618542,-0.36710585000219,1.1084599611640442,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.01,1.094927253422611,0.7450042260561531,-0.349923027366458,1.094927253422611,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.02,1.050745243003803,0.7484490714650747,-0.30229617153872823,1.050745243003803,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.03,0.9555846321745776,0.7520032533302583,-0.20358137884431926,0.9555846321745776,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.04,0.7627090421674438,0.7556731450304142,-0.0070358971370296786,0.7627090421674438,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.05,-3.3091466931400646,0.7593111838459663,4.068457876986031,-3.3091466931400646,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.06,-3.281693680272838,0.7628495014432701,4.044543181716108,-3.281693680272838,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.07,-3.254972458642442,0.7663989698803562,4.021371428522798,-3.254972458642442,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.08,-3.1885824830233105,0.7699566464789314,3.958539129502242,-3.1885824830233105,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.09,-3.099136667345192,0.773639188028028,3.87277585537322,-3.099136667345192,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.0999999999999996,-2.9803355726689915,0.7770913705116982,3.7574269431806897,-2.9803355726689915,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.11,-2.8104506929457784,0.7807422510650213,3.5911929440107997,-2.8104506929457784,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.1199999999999997,-2.567205881307018,0.7845083844831606,3.3517142657901786,-2.567205881307018,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.13,-2.1679459778370074,0.78820436920887,2.9561503470458774,-2.1679459778370074,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.1399999999999997,1.6137949426401974,0.7920570494488857,-0.8217378931913117,1.6137949426401974,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.15,1.6430797738121328,0.7957794862322771,-0.8473002875798556,1.6430797738121328,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.1599999999999997,1.6452565489362314,0.7993953410459653,-0.8458612078902661,1.6452565489362314,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.17,1.523008103853499,0.8030972092410593,-0.7199108946124397,1.523008103853499,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.1799999999999997,0.8712411451160733,0.806900014202256,-0.06434113091381732,0.8712411451160733,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.19,-2.743225576366058,0.8107894778559057,3.5540150542219635,-2.743225576366058,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.1999999999999997,-2.737310926736427,0.8147377913519449,3.552048718088372,-2.737310926736427,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.21,-2.723244513278587,0.818570429585634,3.541814942864221,-2.723244513278587,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.22,-2.693833835975056,0.8223156472704432,3.516149483245499,-2.693833835975056,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.23,-2.655402861184484,0.8260326392583011,3.4814355004427853,-2.655402861184484,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.24,-2.61065264928493,0.8298662257557226,3.4405188750406523,-2.61065264928493,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.25,-2.5611906913954954,0.8336986576650816,3.394889349060577,-2.5611906913954954,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.26,-2.5025514228364045,0.8375027696301913,3.340054192466596,-2.5025514228364045,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.27,-2.3800864185332102,0.8411672522888693,3.2212536708220796,-2.3800864185332102,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.28,-2.169704176405503,0.8448180792856874,3.0145222556911904,-2.169704176405503,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.29,-1.7951749919757276,0.8485201566572869,2.6436951486330145,-1.7951749919757276,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.3,2.067179086233409,0.8523412571075824,-1.2148378291258268,2.067179086233409,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.31,2.028831834369157,0.8562581923861217,-1.1725736419830355,2.028831834369157,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.32,1.9028954353889276,0.860159860794738,-1.0427355745941895,1.9028954353889276,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.33,1.5817688034567254,0.8640189045581792,-0.7177498988985462,1.5817688034567254,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.34,-2.1963309804305027,0.8678644247047487,3.0641954051352513,-2.1963309804305027,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.35,-2.180116683313827,0.8716998380023142,3.051816521316141,-2.180116683313827,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.36,-2.146319292998669,0.8755593011810561,3.021878594179725,-2.146319292998669,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.3699999999999997,-2.107941378139003,0.8795327768257266,2.9874741549647297,-2.107941378139003,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.38,-2.071591413063288,0.8834766762665822,2.9550680893298704,-2.071591413063288,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.3899999999999997,-2.0306820205805707,0.8873258159164834,2.918007836497054,-2.0306820205805707,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.4,-1.9892257349583815,0.8913253449609329,2.8805510799193144,-1.9892257349583815,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.4099999999999997,-1.944332902881797,0.8950200675535598,2.839352970435357,-1.944332902881797,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.42,-1.8937403477539192,0.8988531868235441,2.7925935345774633,-1.8937403477539192,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.4299999999999997,-1.8408650648707408,0.9028619810414966,2.7437270459122374,-1.8408650648707408,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.44,-1.781474343559239,0.9066413164546248,2.688115660013864,-1.781474343559239,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.4499999999999997,-1.5245842286785771,0.9104377836756612,2.4350220123542385,-1.5245842286785773,2.220446049250313e-16
0.3C DC vs 0.3C+0.7C 0.1tau,2.46,2.5734601212334383,0.9143585043675557,-1.6591016168658825,2.5734601212334383,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.47,2.498206066664352,0.9183086023931537,-1.5798974642675603,2.498206066660714,3.637978807091713e-12
0.3C DC vs 0.3C+0.7C 0.1tau,2.48,-1.699018475259436,0.9221765083293576,2.6211949835887935,-1.699018475259436,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.49,-1.675847354968937,0.9263014333555475,2.6021487883263035,-1.675847354970756,1.8189894035458565e-12
0.3C DC vs 0.3C+0.7C 0.1tau,2.5,-1.6457518156767037,0.9300315801992838,2.5757833958759875,-1.6457518156767037,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.51,-1.6104316252858553,0.9336485204275959,2.544080145713451,-1.6104316252858553,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.52,-1.568598697627749,0.9376574183443154,2.5062561159720644,-1.568598697627749,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.53,-1.5254608934610587,0.9414651733786741,2.466926066839733,-1.5254608934610587,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.54,-1.473590665445954,0.9452358256330626,2.4188264910790167,-1.473590665445954,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.55,-1.4228034118823416,0.9489065576581197,2.3717099695404613,-1.4228034118823416,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.56,-1.3719860429100663,0.9526541955128778,2.324640238422944,-1.3719860429100663,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.57,-1.3244928318599705,0.9565745244708523,2.281067356330823,-1.3244928318599705,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.58,-1.2780071226861764,0.9604079945966078,2.238415117282784,-1.2780071226861764,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.59,-1.2330819238486583,0.964276830349263,2.1973587541979214,-1.2330819238486583,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.6,-1.1815764731472882,0.9679491686929396,2.1495256418402278,-1.1815764731472882,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.61,-1.1930849141645012,0.971653900358433,2.1647388145229343,-1.1930849141645012,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.6199999999999997,-1.0933832993796386,0.9754019511074148,2.0687852504870534,-1.0933832993796386,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.63,-1.127922723771917,0.979209499882927,2.107132223654844,-1.127922723771917,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.6399999999999997,-1.095063706055953,0.9829916637136193,2.0780553697695723,-1.095063706055953,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.65,-1.1357972337245883,0.9868604467628757,2.122657680487464,-1.1357972337245883,0.0
0.3C DC vs 0.3C+0.7C 0.1tau,2.6599999999999997,-1.1371971101962115,0.9906944766971719,2.1278915868933836,-1.1371971101962117,2.220446049250313e-16
0.3C DC vs 0.3C+0.7C 0.1tau,2.67,28.685838067973236,0.99474821729018,-27.691089850683056,28.685838067973236,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.05,3.9162742766411753,0.026991800985001646,-3.8892824756561737,3.9162742766411753,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.06,4.0336064453102125,0.03199857535460637,-4.001607869955606,4.0336064453102125,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.07,4.120732950263061,0.036775772844407584,-4.08395717741864,4.120732950263047,1.4210854715202004e-14
0.3C DC vs 0.3C+0.7C 10tau,0.08,4.18400621283493,0.04144369886205368,-4.142562513972891,4.1840062128349444,-1.4210854715202004e-14
0.3C DC vs 0.3C+0.7C 10tau,0.09,4.229467015223577,0.04588427878110224,-4.1835827364424745,4.229467015223577,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.1,4.2628020292735584,0.05022154966911785,-4.212580479604441,4.2628020292735584,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.11,4.2833110118489515,0.05431741864839523,-4.228993593200556,4.2833110118489515,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.12,4.295083135831902,0.05851464282369534,-4.236568493008207,4.295083135831902,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.13,4.297857266099243,0.06239744599338337,-4.235459820105831,4.297857266099214,2.842170943040401e-14
0.3C DC vs 0.3C+0.7C 10tau,0.14,4.291014476139367,0.0663685036038828,-4.2246459725354555,4.291014476139338,2.842170943040401e-14
0.3C DC vs 0.3C+0.7C 10tau,0.15,4.275817765562408,0.07009099767367388,-4.205726767888763,4.2758177655624365,-2.842170943040401e-14
0.3C DC vs 0.3C+0.7C 10tau,0.16,4.250975378636042,0.07374855949660741,-4.177226819139463,4.2509753786360704,-2.842170943040401e-14
0.3C DC vs 0.3C+0.7C 10tau,0.1699999999999999,4.214558966936465,0.07750767477341469,-4.137051292163051,4.214558966936465,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.18,4.165992515353651,0.08113758716706343,-4.084854928186587,4.165992515353651,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.19,4.099821773405438,0.08478707035612842,-4.015034703049338,4.099821773405466,-2.842170943040401e-14
0.3C DC vs 0.3C+0.7C 10tau,0.2,4.010884935116451,0.08844255325050199,-3.922442381865949,4.010884935116451,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.21,3.8875968253232145,0.09215792783027155,-3.795438897492886,3.8875968253231576,5.684341886080802e-14
0.3C DC vs 0.3C+0.7C 10tau,0.22,3.7042776231889434,0.09590081478063439,-3.608376808408309,3.7042776231889434,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.2299999999999999,3.411029801285963,0.09963481337126723,-3.311394987914639,3.411029801285906,5.684341886080802e-14
0.3C DC vs 0.3C+0.7C 10tau,0.24,2.8207020434387005,0.10342467822613344,-2.717277365212624,2.8207020434387573,-5.684341886080802e-14
0.3C DC vs 0.3C+0.7C 10tau,0.25,0.4072979228129725,0.1070604413299634,-0.30023748148295226,0.40729792281291566,5.684341886080802e-14
0.3C DC vs 0.3C+0.7C 10tau,0.26,2.9575499587452896,0.11079093930572981,-2.846759019439446,2.957549958745176,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.27,3.0066917482467943,0.11449524678573653,-2.892196501461058,3.0066917482467943,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.28,3.0432757668534123,0.11832796094199693,-2.9249478059113017,3.0432757668532986,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.29,3.068994564127024,0.12211719545746291,-2.9468773686694476,3.0689945641269105,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.3,3.0881955582885894,0.12581336307903257,-2.962382195209443,3.0881955582884757,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.31,3.1001531514043563,0.12944272512027055,-2.970710426283972,3.1001531514042426,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.32,3.106513627895879,0.13304735140945922,-2.973466276486306,3.1065136278957652,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.33,3.1086338900697683,0.13672596118726688,-2.9719079288823878,3.1086338900696546,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.3399999999999999,3.1052764657423495,0.1404797483062339,-2.964796717436002,3.105276465742236,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.35,3.097234835539325,0.14411614894356717,-2.9531186865956442,3.0972348355392114,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.36,3.0853528155173535,0.14777821127290736,-2.9375746042443325,3.08535281551724,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.37,3.0672564814951784,0.1514297707140031,-2.915826710780948,3.067256481494951,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.38,3.0433084467938443,0.15510409917874313,-2.8882043476149875,3.0433084467937306,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.39,3.011616450910992,0.15892128191558186,-2.8526951689952966,3.0116164509108785,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.4,2.9685186721072796,0.16275457910705882,-2.805764093000107,2.968518672107166,1.1368683772161603e-13
0.3C DC vs 0.3C+0.7C 10tau,0.41,2.90987840817661,0.16657951674346805,-2.7432988914329144,2.9098784081763824,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.42,2.8232722184316117,0.17034616506384737,-2.652926053367537,2.8232722184313843,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.43,2.6841677396762407,0.17416790264132942,-2.509999837034684,2.6841677396760133,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.44,2.39180115449426,0.1778072930737835,-2.213993861420022,2.3918011544938054,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.45,0.381185396362298,0.18136381454360162,-0.19982158181778686,0.3811853963613885,9.094947017729282e-13
0.3C DC vs 0.3C+0.7C 10tau,0.46,0.7457646159496107,0.1847985428616994,-0.560966073087684,0.7457646159493834,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.47,0.7232595855507498,0.1884214205117587,-0.5348381650389911,0.7232595855507498,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.48,0.7061426417792518,0.19198943937908552,-0.5141532023999389,0.7061426417790244,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.49,0.6933843397305282,0.1955062940130574,-0.49787804571724337,0.6933843397303008,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.5,0.6860743148686197,0.1989363873287857,-0.487137927539834,0.6860743148686197,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.51,0.6826049683379551,0.20230531733272983,-0.48029965100499794,0.6826049683377278,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.52,0.6830035528410008,0.2056595862809445,-0.4773439665598289,0.6830035528407734,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.53,0.688789160824399,0.20920886713065556,-0.47958029369374344,0.688789160824399,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.54,0.6991193059691341,0.212607900721423,-0.4865114052477111,0.6991193059691341,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.55,0.7155636739919373,0.21608807944699038,-0.49947559454494694,0.7155636739919373,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.56,0.7400583666276361,0.2195567845117239,-0.5205015821159122,0.7400583666276361,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.5700000000000001,0.7722736101463852,0.22327150536807494,-0.5490021047780829,0.7722736101461578,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.5800000000000001,0.8182086019719463,0.22707321200709885,-0.5911353899646201,0.818208601971719,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.5900000000000001,0.8804150427945387,0.23070882316824282,-0.6497062196262959,0.8804150427945387,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.6000000000000001,0.9685249273372848,0.23444268179628125,-0.7340822455410034,0.9685249273372847,1.1102230246251565e-16
0.3C DC vs 0.3C+0.7C 10tau,0.6100000000000001,1.096951630292324,0.23801952278472527,-0.8589321075075986,1.096951630292324,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.6200000000000001,1.2983688622148293,0.24163199882059416,-1.0567368633942351,1.2983688622148293,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.63,1.6606277688424598,0.24524524808157366,-1.4153825207606587,1.6606277688422324,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.64,2.551332344240109,0.24865061400259947,-2.302681730237282,2.5513323442398814,2.2737367544323206e-13
0.3C DC vs 0.3C+0.7C 10tau,0.65,405.95688626124866,0.2521543978891714,-405.7047318633595,405.95688626124866,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.66,-0.405801915689608,0.25551244607413537,0.6613143617637434,-0.405801915689608,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.67,-0.4538737607695111,0.25908101830555097,0.7129547790755169,-0.4538737607699659,4.548028620376954e-13
0.3C DC vs 0.3C+0.7C 10tau,0.68,-0.4881354891922456,0.2624548667408817,0.750590355933582,-0.48813548919270033,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.6900000000000001,-0.5133193351366572,0.2659509088093728,0.77927024394603,-0.5133193351366572,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.7000000000000001,-0.5291809787845523,0.26931062694984576,0.7984916057348528,-0.529180978785007,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.7100000000000001,-0.5360239114838805,0.2728070204125288,0.8088309318964093,-0.5360239114838805,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.7200000000000001,-0.5357151344151134,0.2763186585252697,0.8120337929403831,-0.5357151344151134,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.7300000000000001,-0.5261363488948518,0.279942014828066,0.8060783637233726,-0.5261363488953066,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.7400000000000001,-0.5073433508941889,0.2834697230746315,0.7908130739688204,-0.5073433508941889,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.7500000000000001,-0.4785384672668442,0.2870203605257302,0.7655588277925744,-0.47853846726684424,5.551115123125783e-17
0.3C DC vs 0.3C+0.7C 10tau,0.76,-0.4365082920780878,0.2906988363606615,0.7272071284387494,-0.43650829207808783,5.551115123125783e-17
0.3C DC vs 0.3C+0.7C 10tau,0.77,-0.3787980397978572,0.2944262192795577,0.6732242590774149,-0.3787980397978572,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.78,-0.3016201251712118,0.29792976308726793,0.5995498882589345,-0.3016201251716666,4.548028620376954e-13
0.3C DC vs 0.3C+0.7C 10tau,0.79,-0.1932894343685802,0.30140935474764774,0.49469878911668275,-0.193289434369035,4.548028620376954e-13
0.3C DC vs 0.3C+0.7C 10tau,0.8,-0.0429576193769207,0.30502720473168665,0.3479848241090622,-0.04295761937737552,4.548236787194071e-13
0.3C DC vs 0.3C+0.7C 10tau,0.81,0.1796526229363735,0.30862818072500886,0.12897555778863534,0.17965262293637352,-2.7755575615628914e-17
0.3C DC vs 0.3C+0.7C 10tau,0.8200000000000001,0.5350612084207569,0.3123235410230336,-0.22273766739726852,0.5350612084203021,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.8300000000000001,1.19743410760384,0.31599575520522194,-0.8814383523981633,1.1974341076033852,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.8400000000000001,3.022811958064267,0.31951422960628406,-2.703297728457528,3.022811958063812,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.8500000000000001,-1.587569681653804,0.323186534274555,1.9107562159288136,-1.5875696816542586,4.545253062815391e-13
0.3C DC vs 0.3C+0.7C 10tau,0.8600000000000001,-1.6798971368784803,0.3268117257857739,2.006708862664709,-1.6798971368789353,4.549693954913892e-13
0.3C DC vs 0.3C+0.7C 10tau,0.8700000000000001,-1.7491077230392875,0.33034605553302754,2.079453778572315,-1.7491077230392875,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.8800000000000001,-1.79937419738053,0.3339085549741867,2.1332827523551714,-1.7993741973809847,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.89,-1.834536486193883,0.3374563125921668,2.171992798786505,-1.834536486194338,4.549693954913892e-13
0.3C DC vs 0.3C+0.7C 10tau,0.9,-1.85629396291597,0.341135849136208,2.1974298120526328,-1.8562939629164248,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.91,-1.86505682679217,0.3449148609756776,2.2099716877678475,-1.8650568267921699,-2.220446049250313e-16
0.3C DC vs 0.3C+0.7C 10tau,0.92,-1.862652799607531,0.34860155755404776,2.2112543571620336,-1.8626527996079858,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.93,-1.8477405470898705,0.3522012004195858,2.199941747509456,-1.8477405470898702,-2.220446049250313e-16
0.3C DC vs 0.3C+0.7C 10tau,0.94,-1.8193348153108673,0.3556651715925909,2.174999986903913,-1.819334815311322,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.95,-1.7766684501211785,0.3593143629482256,2.135982813069859,-1.7766684501216332,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,0.96,-1.7154012562436949,0.36292040958414873,2.0783216658278434,-1.7154012562436947,-2.220446049250313e-16
0.3C DC vs 0.3C+0.7C 10tau,0.97,-1.6307076455191236,0.36659675760756727,1.9973044031266909,-1.6307076455191236,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.98,-1.516230369843015,0.3702056233350959,1.886435993178111,-1.516230369843015,0.0
0.3C DC vs 0.3C+0.7C 10tau,0.99,-1.3567574091143797,0.3738719325629063,1.7306293416777407,-1.3567574091148344,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.0,-1.1353369583193853,0.3774091689301713,1.5127461272500113,-1.13533695831984,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.01,-0.8033112271150458,0.3808204544320688,1.1841316815475693,-0.8033112271155005,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.02,-0.2614231280135755,0.38410204862157116,0.6455251766356014,-0.2614231280140302,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.03,0.7967302411898345,0.3875092840057732,-0.4092209571836065,0.7967302411893797,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.04,4.296748089615903,0.39095053273194935,-3.9057975568830443,4.296748089614994,9.094947017729282e-13
0.3C DC vs 0.3C+0.7C 10tau,1.05,-2.848807460617536,0.39439469246644876,3.2432021530844395,-2.8488074606179907,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.06,-2.965615023086684,0.3977176543899077,3.3633326774770467,-2.965615023087139,4.551914400963142e-13
0.3C DC vs 0.3C+0.7C 10tau,1.07,-3.0536660463949374,0.40110366747830994,3.454769713873702,-3.053666046395392,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.08,-3.116668696841316,0.4044681542713988,3.521136851112715,-3.116668696841316,0.0
0.3C DC vs 0.3C+0.7C 10tau,1.09,-3.1598714685010236,0.4078382020770732,3.567709670578097,-3.1598714685010236,0.0
0.3C DC vs 0.3C+0.7C 10tau,1.1,-3.1860862156931944,0.4114287166612485,3.597514932354443,-3.1860862156931944,0.0
0.3C DC vs 0.3C+0.7C 10tau,1.11,-3.195503960268979,0.415042036684099,3.6105459969530784,-3.1955039602689794,4.440892098500626e-16
0.3C DC vs 0.3C+0.7C 10tau,1.12,-3.189616531561569,0.41865075730447643,3.6082672888665,-3.1896165315620237,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.13,-3.16837726018548,0.4221793060605705,3.590556566246505,-3.1683772601859346,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.14,-3.1290032656015683,0.4256031802988218,3.55460644590039,-3.1290032656015683,0.0
0.3C DC vs 0.3C+0.7C 10tau,1.15,-3.069931852514401,0.4291039604618163,3.499035812976672,-3.0699318525148556,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.16,-2.9864677491641487,0.4326211786788008,3.4190889278434042,-2.9864677491646034,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.1700000000000002,-2.87079381395597,0.43613329701929615,3.3069271109752663,-2.87079381395597,0.0
0.3C DC vs 0.3C+0.7C 10tau,1.1800000000000002,-2.7161251295624425,0.43935249859441683,3.155477628157314,-2.716125129562897,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.1900000000000002,-2.5004930876439175,0.4425991483067264,2.9430922359510987,-2.5004930876443723,4.547473508864641e-13
0.3C DC vs 0.3C+0.7C 10tau,1.2000000000000002,-2.1949952935510737,0.44588058814588294,2.6408758816969566,-2.1949952935510737,0.0
