condition,elyte_c_mean,elyte_c_range,eta_n_mean,eta_p_mean,j_n_mean_signed,j_p_mean_signed,neg_avg_sto,neg_avg_surface_sto,neg_max_surface_sto,neg_surface_minus_avg_sto,neg_surface_sto_range,pos_avg_surface_sto,pos_surface_minus_avg_sto
DC03_AC07_0p1tau,-0.5294319067776783,7.240531172651158,-0.03884919236989305,0.006574524444726515,-0.7834375020920992,0.8869969937722777,0.0002462139890702543,0.0010352085760124531,0.007827119944227032,0.000788994586942196,0.010538727325721736,-0.0005485916869140906,-0.0003842778967742406
DC03_AC07_10tau,-25.525452502654275,587.9031333962278,-0.045575184825227696,0.005824418939688136,-0.7926048073153741,0.8974019456747685,6.890725222767277e-06,0.008713890087220741,0.04201745522707177,0.008706999361997975,0.04905333610228412,-0.020699645398153423,-0.020695046791946746
DC03_AC07_1tau,-7.007437341571143,128.99482715217835,-0.04074948523204659,0.006472658361701973,-0.7961717310379036,0.9014354040791053,-0.00014598765551847773,0.0036650139693729586,0.013968415821237683,0.00381100162489144,0.014404772327241622,-0.004950428174571415,-0.005047854746808278
DC03_AC07_5tau,-23.465487965858962,527.6785935434533,-0.044495828460179174,0.005900335625752248,-0.7893119356921126,0.8936736879054678,-1.858289518576334e-05,0.007537767535532709,0.03523102329751972,0.0075563504307184694,0.04063380137214998,-0.01451433548413866,-0.014526736996949457
DC03_AC07_f000412,-26.01913895010993,604.3261850309559,-0.0468613575636955,0.005895182210530234,-0.8091302473829959,0.9161123408672793,2.085821503174344e-05,0.009105011823267315,0.05832262137643938,0.00908415360823557,0.07133898764379225,-0.033722212639915115,-0.033708292665745446
