condition,elyte_c_mean,elyte_c_range,eta_n_mean,eta_p_mean,j_n_mean_signed,j_p_mean_signed,neg_avg_sto,neg_avg_surface_sto,neg_max_surface_sto,neg_surface_minus_avg_sto,neg_surface_sto_range,pos_avg_surface_sto,pos_surface_minus_avg_sto
DC03_AC07_0p1tau,-0.5294319067776783,7.240531172651158,-0.03884919236989305,0.006574524444726515,-0.7834375020920992,0.8869969937722777,0.0002462139890702543,0.0010352085760124531,0.007827119944227032,0.000788994586942196,0.010538727325721736,-0.0005485916869140906,-0.0003842778967742406
DC03_AC07_10tau,-25.525452502654275,587.9031333962278,-0.045575184825227696,0.005824418939688136,-0.7926048073153741,0.8974019456747685,6.890725222767277e-06,0.008713890087220741,0.04201745522707177,0.008706999361997975,0.04905333610228412,-0.020699645398153423,-0.020695046791946746
DC03_AC07_f000412,-26.01913895010993,604.3261850309559,-0.0468613575636955,0.005895182210530234,-0.8091302473829959,0.9161123408672793,2.085821503174344e-05,0.009105011823267315,0.05832262137643938,0.00908415360823557,0.07133898764379225,-0.033722212639915115,-0.033708292665745446
