parameter_set,pair_id,Q_Ah,Q_frac_nominal_increment,SOC_nominal_est,t_DC_s,t_DCAC_s,t_DC_min,t_DCAC_min,delta_t_full_s,delta_t_full_min,control_state_DC_Qbased,control_state_DCAC_Qbased,segment_label_Qbased,control_state_DC_timebased,control_state_DCAC_timebased,segment_label_timebased
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.4033626583709142,0.2806725316741828,0.3306725316741828,3368.0703800901942,3357.8865023909143,56.13450633483657,55.96477503984857,10.183877699279947,0.1697312949879991,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.4376616756964646,0.28753233513929294,0.3375323351392929,3450.388021671515,3431.730196138074,57.506467027858584,57.1955032689679,18.657825533441155,0.3109637588906859,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.471960693022015,0.294392138604403,0.344392138604403,3532.705663252836,3505.288188302419,58.8784277208806,58.42146980504031,27.417474950417272,0.4569579158402879,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.5062597103475655,0.3012519420695131,0.3512519420695131,3615.023304834157,3578.9112472081997,60.25038841390262,59.64852078680333,36.11205762595728,0.601867627099288,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.5405587276731156,0.3081117455346231,0.3581117455346231,3697.3409464154774,3653.0035324256814,61.622349106924624,60.883392207094694,44.337413989796005,0.7389568998299334,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.574857744998666,0.31497154899973323,0.3649715489997332,3779.6585879967984,3728.755023424611,62.99430979994664,62.14591705707685,50.903564572187406,0.84839274286979,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.6091567623242164,0.3218313524648433,0.3718313524648433,3861.9762295781197,3848.0185702694566,64.36627049296867,64.13364283782428,13.957659308663096,0.23262765514438494,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.6434557796497669,0.32869115592995335,0.37869115592995334,3944.2938711594406,3921.6759056357555,65.73823118599067,65.36126509392926,22.617965523685143,0.37696609206141907,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.6777547969753173,0.33555095939506346,0.38555095939506345,4026.6115127407616,3995.2234387667754,67.11019187901269,66.58705731277959,31.38807397398614,0.5231345662331023,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.7120538143008677,0.3424107628601735,0.3924107628601735,4108.9291543220825,4068.992883669402,68.4821525720347,67.8165480611567,39.93627065268038,0.6656045108780063,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.7463528316264179,0.3492705663252836,0.39927056632528357,4191.246795903403,4143.549313418194,69.85411326505671,69.05915522363657,47.69748248520864,0.7949580414201439,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.7806518489519683,0.35613036979039364,0.40613036979039363,4273.564437484724,4264.135519963832,71.22607395807874,71.06892533273053,9.428917520892355,0.15714862534820592,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.8149508662775187,0.36299017325550376,0.41299017325550375,4355.882079066045,4338.035373560135,72.59803465110075,72.30058955933558,17.846705505909995,0.2974450917651666,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.849249883603069,0.3698499767206138,0.4198499767206138,4438.199720647366,4411.598614806968,73.96999534412276,73.52664358011613,26.601105840398304,0.4433517640066384,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.8835489009286195,0.3767097801857239,0.42670978018572386,4520.517362228687,4485.201442386429,75.34195603714478,74.75335737310715,35.315919842257244,0.5885986640376207,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.91784791825417,0.383569583650834,0.433569583650834,4602.835003810008,4559.2228696295615,76.7139167301668,75.98704782715936,43.612134180446446,0.7268689030074408,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.9521469355797203,0.39042938711594405,0.44042938711594404,4685.152645391328,4634.683007310457,78.0858774231888,77.2447167885076,50.469638080871846,0.8411606346811974,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,1.9864459529052705,0.3972891905810541,0.4472891905810541,4767.470286972649,4754.291165868998,79.45783811621081,79.23818609781664,13.179121103650687,0.2196520183941781,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.0207449702308207,0.4041489940461641,0.4541489940461641,4849.787928553969,4827.988221739511,80.82979880923283,80.46647036232518,21.79970681445866,0.3633284469076443,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.0550439875563713,0.4110087975112743,0.46100879751127427,4932.105570135291,4901.527851047005,82.20175950225484,81.69213085078341,30.57771908828545,0.5096286514714241,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.0893430048819215,0.4178686009763843,0.4678686009763843,5014.423211716611,4975.259752584513,83.57372019527685,82.92099587640855,39.16345913209807,0.6527243188683012,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.123642022207472,0.4247284044414944,0.4747284044414944,5096.7408532979325,5049.691487931082,84.94568088829888,84.16152479885136,47.04936536685091,0.7841560894475151,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.1579410395330223,0.43158820790660446,0.48158820790660445,5179.058494879254,5127.7092803224095,86.3176415813209,85.46182133870683,51.349214556844345,0.8558202426140724,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.192240056858573,0.4384480113717146,0.48844801137171456,5261.376136460575,5244.328727866829,87.68960227434292,87.40547879778048,17.047408593746695,0.2841234765624449,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.226539074184123,0.44530781483682463,0.4953078148368246,5343.693778041896,5317.910498588406,89.06156296736494,88.6318416431401,25.78327945348974,0.429721324224829,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.2608380915096737,0.45216761830193475,0.5021676183019348,5426.011419623217,5391.493362069945,90.43352366038695,89.85822270116574,34.51805755327223,0.5753009592212038,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.295137108835224,0.4590274217670448,0.5090274217670449,5508.3290612045375,5465.450179297781,91.80548435340896,91.09083632162968,42.87888190675676,0.7146480317792794,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.329436126160774,0.4658872252321548,0.5158872252321548,5590.646702785858,5540.672691986445,93.17744504643096,92.34454486644076,49.97401079941301,0.8329001799902168,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.3637351434863247,0.4727470286972649,0.522747028697265,5672.964344367179,5660.5596862357925,94.549405739453,94.3426614372632,12.404658131386896,0.2067443021897816,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.398034160811875,0.479606832162375,0.529606832162375,5755.2819859485,5734.29443742263,95.921366432475,95.57157395704384,20.987548525869897,0.34979247543116493,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.4323331781374256,0.4864666356274851,0.5364666356274851,5837.599627529821,5807.833878329246,97.29332712549702,96.79723130548743,29.765749200575556,0.49609582000959257,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.4666321954629757,0.49332643909259516,0.5433264390925951,5919.917269111142,5881.530108260481,98.66528781851903,98.02550180434135,38.38716085066062,0.639786014177677,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.5009312127885264,0.5001862425577053,0.5501862425577053,6002.234910692463,5955.8512759872565,100.03724851154105,99.26418793312094,46.38363470520653,0.7730605784201089,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.5352302301140766,0.5070460460228153,0.5570460460228154,6084.5525522737835,6033.001751374563,101.40920920456306,100.55002918957605,51.55080089922012,0.859180014987002,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.5695292474396267,0.5139058494879254,0.5639058494879254,6166.870193855104,6150.619473729725,102.78116989758506,102.51032456216208,16.250720125379303,0.2708453354229884,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.6038282647651774,0.5207656529530355,0.5707656529530355,6249.187835436425,6224.223017587938,104.15313059060709,103.7370502931323,24.964817848487655,0.41608029747479425,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.6381272820907276,0.5276254564181455,0.5776254564181456,6331.505477017747,6297.787467391707,105.52509128362911,104.96312445652845,33.71800962603993,0.5619668271006655,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.672426299416278,0.5344852598832557,0.5844852598832557,6413.823118599068,6371.684790626376,106.89705197665113,106.1947465104396,42.13832797269242,0.7023054662115403,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.7067253167418284,0.5413450633483656,0.5913450633483657,6496.1407601803885,6446.70996103659,108.26901266967315,107.4451660172765,49.43079914379814,0.8238466523966357,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.7410243340673786,0.5482048668134757,0.5982048668134757,6578.458401761709,6566.824268956962,109.64097336269515,109.4470711492827,11.634132804746514,0.1939022134124419,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.775323351392929,0.5550646702785859,0.6050646702785859,6660.77604334303,6640.598388404616,111.01293405571717,110.67663980674361,20.17765493841398,0.33629424897356636,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.8096223687184794,0.5619244737436959,0.611924473743696,6743.093684924351,6714.144104891639,112.38489474873919,111.90240174819398,28.94958003271222,0.48249300054520367,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.84392138604403,0.568784277208806,0.618784277208806,6825.411326505672,6787.804109469176,113.7568554417612,113.13006849115294,37.60721703649597,0.6267869506082662,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.87822040336958,0.575644080673916,0.6256440806739161,6907.728968086993,6862.02992658468,115.12881613478321,114.367165443078,45.699041502312866,0.7616506917052145,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.912519420695131,0.5825038841390262,0.6325038841390263,6990.046609668314,6938.557065463151,116.50077682780524,115.64261775771918,51.48954420516293,0.8581590700860489,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.946818438020681,0.5893636876041362,0.6393636876041362,7072.364251249634,7056.908058032373,117.87273752082724,117.61513430053955,15.456193217260989,0.2576032202876831,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,2.981117455346231,0.5962234910692462,0.6462234910692463,7154.681892830955,7130.533722816384,119.24469821384925,118.8422287136064,24.148170014570496,0.4024695002428416,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.015416472671782,0.6030832945343564,0.6530832945343564,7236.999534412276,7204.087207693842,120.61665890687127,120.0681201282307,32.91232671843409,0.5485387786405681,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.049715489997332,0.6099430979994664,0.6599430979994665,7319.317175993597,7277.92623123109,121.98861959989328,121.29877052051818,41.39094476250648,0.689849079375108,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.0840145073228826,0.6168029014645765,0.6668029014645765,7401.634817574919,7352.784648263801,123.36058029291532,122.54641080439667,48.85016931111841,0.8141694885186401,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.118313524648433,0.6236627049296866,0.6736627049296866,7483.9524591562395,7473.084975139442,124.73254098593732,124.55141625232403,10.867484016797789,0.18112473361329648,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.1526125419739834,0.6305225083947967,0.6805225083947968,7566.270100737561,7546.900906998263,126.10450167895935,125.78168178330438,19.36919373929777,0.32281989565496283,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.1869115592995336,0.6373823118599067,0.6873823118599067,7648.587742318881,7620.456084984099,127.47646237198136,127.00760141640166,28.131657334782176,0.4688609555797029,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.221210576625084,0.6442421153250167,0.6942421153250168,7730.905383900202,7694.086739890334,128.84842306500337,128.23477899817223,36.81864400986797,0.6136440668311328,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.2555095939506344,0.6511019187901269,0.701101918790127,7813.223025481523,7768.24154019911,130.22038375802538,129.47069233665184,44.981485282412905,0.7496914213735484,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.2898086112761846,0.657961722255237,0.707961722255237,7895.540667062843,7844.286438035364,131.59234445104738,130.7381073005894,51.25422902747869,0.8542371504579781,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.3241076286017353,0.664821525720347,0.7148215257203471,7977.858308644165,7963.194898367038,132.9643051440694,132.71991497278398,14.663410277126786,0.24439017128544643,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.3584066459272854,0.6716813291854571,0.7216813291854571,8060.1759502254845,8036.843221031366,134.33626583709142,133.94738701718944,23.332729194118656,0.3888788199019776,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.3927056632528356,0.6785411326505671,0.7285411326505672,8142.493591806805,8110.394637593483,135.70822653011342,135.17324395989138,32.09895421332203,0.5349825702220339,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.4270046805783863,0.6854009361156772,0.7354009361156773,8224.811233388127,8184.188741234708,137.08018722313545,136.40314568724514,40.622492153419444,0.677041535890324,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.4613036979039364,0.6922607395807873,0.7422607395807873,8307.128874969447,8258.889286729343,138.45214791615746,137.6481547788224,48.23958824010333,0.8039931373350555,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.495602715229487,0.6991205430458974,0.7491205430458975,8389.44651655077,8379.341778684886,139.8241086091795,139.65569631141477,10.10473786588409,0.16841229776473482,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.5299017325550373,0.7059803465110075,0.7559803465110075,8471.76415813209,8453.20258082961,141.1960693022015,140.88670968049348,18.561577302480146,0.3093596217080024,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.564200749880588,0.7128401499761176,0.7628401499761176,8554.08179971341,8526.766936506989,142.56802999522353,142.11278227511647,27.31486320642216,0.455247720107036,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.598499767206138,0.7196999534412276,0.7696999534412277,8636.399441294732,8600.381969330925,143.93999068824553,143.33969948884877,36.01747196380711,0.6002911993967852,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.6327987845316883,0.7265597569063377,0.7765597569063377,8718.717082876052,8674.46189080613,145.31195138126753,144.57436484676882,44.25519206992249,0.7375865344987081,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.667097801857239,0.7334195603714477,0.7834195603714478,8801.034724457373,8750.136403448807,146.68391207428957,145.83560672414677,50.8983210085662,0.84830535014277,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.701396819182789,0.7402793638365578,0.7902793638365578,8883.352366038695,8869.480385222778,148.05587276731157,147.8246730870463,13.871980815916686,0.2311996802652781,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.7356958365083397,0.747139167301668,0.797139167301668,8965.670007620016,8943.15217586297,149.4278334603336,149.05253626438284,22.517831757046224,0.3752971959507704,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.76999485383389,0.753998970766778,0.8039989707667781,9047.987649201335,9016.701188377649,150.79979415335558,150.27835313962748,31.286460823686866,0.5214410137281145,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.8042938711594405,0.7608587742318881,0.8108587742318881,9130.305290782657,9090.460106991655,152.1717548463776,151.50766844986092,39.845183791001546,0.6640863965166924,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.8385928884849907,0.7677185776969981,0.8177185776969982,9212.622932363978,9165.018304317327,153.54371553939964,152.75030507195547,47.60462804665076,0.7934104674441793,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.872891905810541,0.7745783811621082,0.8245783811621082,9294.940573945298,9245.23463508906,154.91567623242162,154.08724391815102,49.70593885623748,0.8284323142706247,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.9071909231360915,0.7814381846272183,0.8314381846272183,9377.25821552662,9359.503989745343,156.28763692544365,155.99173316242238,17.754225781276546,0.29590376302127575,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.9414899404616417,0.7882979880923283,0.8382979880923284,9459.57585710794,9433.07734014025,157.65959761846568,157.21795566900417,26.498516967691103,0.44164194946151836,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,3.9757889577871923,0.7951577915574385,0.8451577915574385,9541.893498689262,9506.677147556107,159.0315583114877,158.44461912593513,35.2163511331546,0.5869391855525767,CC,AC_on_CC,A_common_CC,CC,AC_on_CC,A_common_prescribed_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.010087975112742,0.8020175950225484,0.8520175950225485,9624.211140270581,9586.43759923124,160.4035190045097,159.77395998718734,37.77354103934158,0.6295590173223596,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.044386992438293,0.8088773984876585,0.8588773984876585,9706.528781851903,9628.029719745175,161.77547969753172,160.46716199575292,78.49906210672816,1.3083177017788026,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.078686009763843,0.8157372019527687,0.8657372019527687,9788.846423433224,9672.224878653957,163.14744039055373,161.20374797756594,116.62154477926742,1.9436924129877904,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.112985027089393,0.8225970054178786,0.8725970054178787,9871.164065014544,9717.918640305057,164.51940108357573,161.96531067175096,153.24542470948654,2.5540904118247756,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.147284044414944,0.8294568088829888,0.8794568088829888,9953.481706595865,9765.068933020955,165.89136177659776,162.7511488836826,188.4127735749098,3.1402128929151636,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.181583061740494,0.8363166123480988,0.8863166123480989,10035.799348177186,9813.85100757399,167.26332246961977,163.56418345956652,221.9483406031959,3.699139010053265,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.215882079066044,0.8431764158132088,0.8931764158132088,10118.116989758506,9864.555783556247,168.63528316264177,164.40926305927078,253.5612062022592,4.2260201033709865,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.250181096391595,0.850036219278319,0.900036219278319,10200.434631339827,9917.56075430925,170.0072438556638,165.2926792384875,282.8738770305772,4.714564617176287,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.284480113717145,0.856896022743429,0.9068960227434291,10282.752272921149,9973.313867966415,171.3792045486858,166.22189779944026,309.4384049547334,5.157306749245557,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.318779131042695,0.863755826208539,0.913755826208539,10365.069914502468,10032.317707261858,172.7511652417078,167.20529512103096,332.75220724061,5.545870120676834,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.353078148368246,0.8706156296736491,0.9206156296736492,10447.38755608379,10095.13177185523,174.1231259347298,168.25219619758718,352.2557842285587,5.870929737142645,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.387377165693796,0.8774754331387593,0.9274754331387594,10529.705197665111,10162.384211085977,175.49508662775185,169.37307018476628,367.3209865791341,6.122016442985569,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.421676183019347,0.8843352366038694,0.9343352366038694,10612.022839246432,10234.792043971665,176.86704732077388,170.57986739952776,377.23079527476693,6.287179921246116,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.455975200344897,0.8911950400689793,0.9411950400689794,10694.340480827752,10313.198957759114,178.23900801379585,171.88664929598522,381.141523068638,6.352358717810633,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.490274217670447,0.8980548435340895,0.9480548435340895,10776.658122409073,10398.61846312404,179.61096870681789,173.31030771873398,378.03965928503385,6.300660988083897,CC,AC_off_CV,B_boundary_transition,CC,AC_off_CV,B_DCAC_CV__DC_CC
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.524573234995998,0.9049146469991995,0.9549146469991996,10864.097653515695,10492.304949320953,181.06829422526158,174.87174915534922,371.7927041947423,6.196545069912372,CV,AC_off_CV,D_common_CV,CV,AC_off_CV,D_common_CV
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.558872252321548,0.9117744504643095,0.9617744504643095,10962.862576068204,10595.856171570196,182.7143762678034,176.59760285950327,367.0064044980081,6.116773408300135,CV,AC_off_CV,D_common_CV,CV,AC_off_CV,D_common_CV
Chen2020,P02_0p3DC_vs_0p3p0p7_1tau,4.593171269647098,0.9186342539294197,0.9686342539294197,11074.467488838181,10711.367990112947,184.57445814730303,178.52279983521578,363.0994987252343,6.0516583120872385,CV,AC_off_CV,D_common_CV,CV,AC_off_CV,D_common_CV
