t_s,I_charge_A,I_py_A,Q_geom_Ah,AC_C_scheduled,condition
5590.0,1.5,-1.5,2.3291666666666666,0.0,Chen2020_DFN_Day34_DC03
5590.5,1.5,-1.5,2.329375,0.0,Chen2020_DFN_Day34_DC03
5591.0,1.5,-1.5,2.3295833333333333,0.0,Chen2020_DFN_Day34_DC03
5591.5,1.5,-1.5,2.3297916666666665,0.0,Chen2020_DFN_Day34_DC03
5592.0,1.5,-1.5,2.33,0.0,Chen2020_DFN_Day34_DC03
5592.5,1.5,-1.5,2.330208333333333,0.0,Chen2020_DFN_Day34_DC03
5593.0,1.5,-1.5,2.330416666666667,0.0,Chen2020_DFN_Day34_DC03
5593.5,1.5,-1.5,2.330625,0.0,Chen2020_DFN_Day34_DC03
5594.0,1.5,-1.5,2.3308333333333335,0.0,Chen2020_DFN_Day34_DC03
5594.5,1.5,-1.5,2.3310416666666667,0.0,Chen2020_DFN_Day34_DC03
5595.0,1.5,-1.5,2.33125,0.0,Chen2020_DFN_Day34_DC03
5595.5,1.5,-1.5,2.3314583333333334,0.0,Chen2020_DFN_Day34_DC03
5596.0,1.5,-1.5,2.3316666666666666,0.0,Chen2020_DFN_Day34_DC03
5596.5,1.5,-1.5,2.331875,0.0,Chen2020_DFN_Day34_DC03
5597.0,1.5,-1.5,2.3320833333333333,0.0,Chen2020_DFN_Day34_DC03
5597.5,1.5,-1.5,2.332291666666667,0.0,Chen2020_DFN_Day34_DC03
5598.0,1.5,-1.5,2.3325,0.0,Chen2020_DFN_Day34_DC03
5598.5,1.5,-1.5,2.332708333333333,0.0,Chen2020_DFN_Day34_DC03
5599.0,1.5,-1.5,2.3329166666666667,0.0,Chen2020_DFN_Day34_DC03
5599.5,1.5,-1.5,2.333125,0.0,Chen2020_DFN_Day34_DC03
5600.0,1.5,-1.5,2.3333333333333335,0.0,Chen2020_DFN_Day34_DC03
5600.5,1.5,-1.5,2.3335416666666666,0.0,Chen2020_DFN_Day34_DC03
5601.0,1.5,-1.5,2.33375,0.0,Chen2020_DFN_Day34_DC03
5601.5,1.5,-1.5,2.3339583333333334,0.0,Chen2020_DFN_Day34_DC03
5602.0,1.5,-1.5,2.3341666666666665,0.0,Chen2020_DFN_Day34_DC03
5602.5,1.5,-1.5,2.334375,0.0,Chen2020_DFN_Day34_DC03
5603.0,1.5,-1.5,2.3345833333333332,0.0,Chen2020_DFN_Day34_DC03
5603.5,1.5,-1.5,2.334791666666667,0.0,Chen2020_DFN_Day34_DC03
5604.0,1.5,-1.5,2.335,0.0,Chen2020_DFN_Day34_DC03
5604.5,1.5,-1.5,2.3352083333333336,0.0,Chen2020_DFN_Day34_DC03
5605.0,1.5,-1.5,2.3354166666666667,0.0,Chen2020_DFN_Day34_DC03
5605.5,1.5,-1.5,2.335625,0.0,Chen2020_DFN_Day34_DC03
5606.0,1.5,-1.5,2.3358333333333334,0.0,Chen2020_DFN_Day34_DC03
5606.5,1.5,-1.5,2.3360416666666666,0.0,Chen2020_DFN_Day34_DC03
5607.0,1.5,-1.5,2.33625,0.0,Chen2020_DFN_Day34_DC03
5607.5,1.5,-1.5,2.3364583333333333,0.0,Chen2020_DFN_Day34_DC03
5608.0,1.5,-1.5,2.3366666666666664,0.0,Chen2020_DFN_Day34_DC03
5608.5,1.5,-1.5,2.336875,0.0,Chen2020_DFN_Day34_DC03
5609.0,1.5,-1.5,2.337083333333333,0.0,Chen2020_DFN_Day34_DC03
5609.5,1.5,-1.5,2.3372916666666668,0.0,Chen2020_DFN_Day34_DC03
5610.0,1.5,-1.5,2.3375,0.0,Chen2020_DFN_Day34_DC03
5610.5,1.5,-1.5,2.3377083333333335,0.0,Chen2020_DFN_Day34_DC03
5611.0,1.5,-1.5,2.3379166666666666,0.0,Chen2020_DFN_Day34_DC03
5611.5,1.5,-1.5,2.338125,0.0,Chen2020_DFN_Day34_DC03
5612.0,1.5,-1.5,2.3383333333333334,0.0,Chen2020_DFN_Day34_DC03
5612.5,1.5,-1.5,2.3385416666666665,0.0,Chen2020_DFN_Day34_DC03
5613.0,1.5,-1.5,2.33875,0.0,Chen2020_DFN_Day34_DC03
5613.5,1.5,-1.5,2.3389583333333333,0.0,Chen2020_DFN_Day34_DC03
5614.0,1.5,-1.5,2.339166666666667,0.0,Chen2020_DFN_Day34_DC03
5614.5,1.5,-1.5,2.339375,0.0,Chen2020_DFN_Day34_DC03
5615.0,1.5,-1.5,2.339583333333333,0.0,Chen2020_DFN_Day34_DC03
5615.5,1.5,-1.5,2.3397916666666667,0.0,Chen2020_DFN_Day34_DC03
5616.0,1.5,-1.5,2.34,0.0,Chen2020_DFN_Day34_DC03
5616.5,1.5,-1.5,2.3402083333333334,0.0,Chen2020_DFN_Day34_DC03
5617.0,1.5,-1.5,2.3404166666666666,0.0,Chen2020_DFN_Day34_DC03
5617.5,1.5,-1.5,2.340625,0.0,Chen2020_DFN_Day34_DC03
5618.0,1.5,-1.5,2.3408333333333333,0.0,Chen2020_DFN_Day34_DC03
5618.5,1.5,-1.5,2.3410416666666665,0.0,Chen2020_DFN_Day34_DC03
5619.0,1.5,-1.5,2.34125,0.0,Chen2020_DFN_Day34_DC03
5619.5,1.5,-1.5,2.341458333333333,0.0,Chen2020_DFN_Day34_DC03
5620.0,1.5,-1.5,2.341666666666667,0.0,Chen2020_DFN_Day34_DC03
5620.5,1.5,-1.5,2.341875,0.0,Chen2020_DFN_Day34_DC03
5621.0,1.5,-1.5,2.3420833333333335,0.0,Chen2020_DFN_Day34_DC03
5621.5,1.5,-1.5,2.3422916666666667,0.0,Chen2020_DFN_Day34_DC03
5622.0,1.5,-1.5,2.3425,0.0,Chen2020_DFN_Day34_DC03
5622.5,1.5,-1.5,2.3427083333333334,0.0,Chen2020_DFN_Day34_DC03
5623.0,1.5,-1.5,2.3429166666666665,0.0,Chen2020_DFN_Day34_DC03
5623.5,1.5,-1.5,2.343125,0.0,Chen2020_DFN_Day34_DC03
5624.0,1.5,-1.5,2.3433333333333333,0.0,Chen2020_DFN_Day34_DC03
5624.5,1.5,-1.5,2.343541666666667,0.0,Chen2020_DFN_Day34_DC03
5625.0,1.5,-1.5,2.34375,0.0,Chen2020_DFN_Day34_DC03
5625.5,1.5,-1.5,2.343958333333333,0.0,Chen2020_DFN_Day34_DC03
5626.0,1.5,-1.5,2.3441666666666667,0.0,Chen2020_DFN_Day34_DC03
5626.5,1.5,-1.5,2.344375,0.0,Chen2020_DFN_Day34_DC03
5627.0,1.5,-1.5,2.3445833333333335,0.0,Chen2020_DFN_Day34_DC03
5627.5,1.5,-1.5,2.3447916666666666,0.0,Chen2020_DFN_Day34_DC03
5628.0,1.5,-1.5,2.345,0.0,Chen2020_DFN_Day34_DC03
5628.5,1.5,-1.5,2.3452083333333333,0.0,Chen2020_DFN_Day34_DC03
5629.0,1.5,-1.5,2.3454166666666665,0.0,Chen2020_DFN_Day34_DC03
5629.5,1.5,-1.5,2.345625,0.0,Chen2020_DFN_Day34_DC03
5630.0,1.5,-1.5,2.345833333333333,0.0,Chen2020_DFN_Day34_DC03
5630.5,1.5,-1.5,2.346041666666667,0.0,Chen2020_DFN_Day34_DC03
5631.0,1.5,-1.5,2.34625,0.0,Chen2020_DFN_Day34_DC03
5631.5,1.5,-1.5,2.3464583333333335,0.0,Chen2020_DFN_Day34_DC03
5632.0,1.5,-1.5,2.3466666666666667,0.0,Chen2020_DFN_Day34_DC03
5632.5,1.5,-1.5,2.346875,0.0,Chen2020_DFN_Day34_DC03
5633.0,1.5,-1.5,2.3470833333333334,0.0,Chen2020_DFN_Day34_DC03
5633.5,1.5,-1.5,2.3472916666666666,0.0,Chen2020_DFN_Day34_DC03
5634.0,1.5,-1.5,2.3475,0.0,Chen2020_DFN_Day34_DC03
5634.5,1.5,-1.5,2.3477083333333333,0.0,Chen2020_DFN_Day34_DC03
5635.0,1.5,-1.5,2.347916666666667,0.0,Chen2020_DFN_Day34_DC03
5635.5,1.5,-1.5,2.348125,0.0,Chen2020_DFN_Day34_DC03
5636.0,1.5,-1.5,2.348333333333333,0.0,Chen2020_DFN_Day34_DC03
5636.5,1.5,-1.5,2.3485416666666667,0.0,Chen2020_DFN_Day34_DC03
5637.0,1.5,-1.5,2.34875,0.0,Chen2020_DFN_Day34_DC03
5637.5,1.5,-1.5,2.3489583333333335,0.0,Chen2020_DFN_Day34_DC03
5638.0,1.5,-1.5,2.3491666666666666,0.0,Chen2020_DFN_Day34_DC03
5638.5,1.5,-1.5,2.349375,0.0,Chen2020_DFN_Day34_DC03
5639.0,1.5,-1.5,2.3495833333333334,0.0,Chen2020_DFN_Day34_DC03
5639.5,1.5,-1.5,2.3497916666666665,0.0,Chen2020_DFN_Day34_DC03
5640.0,1.5,-1.5,2.35,0.0,Chen2020_DFN_Day34_DC03
5640.5,1.5,-1.5,2.3502083333333332,0.0,Chen2020_DFN_Day34_DC03
5641.0,1.5,-1.5,2.350416666666667,0.0,Chen2020_DFN_Day34_DC03
5641.5,1.5,-1.5,2.350625,0.0,Chen2020_DFN_Day34_DC03
5642.0,1.5,-1.5,2.3508333333333336,0.0,Chen2020_DFN_Day34_DC03
5642.5,1.5,-1.5,2.3510416666666667,0.0,Chen2020_DFN_Day34_DC03
5643.0,1.5,-1.5,2.35125,0.0,Chen2020_DFN_Day34_DC03
5643.5,1.5,-1.5,2.3514583333333334,0.0,Chen2020_DFN_Day34_DC03
5644.0,1.5,-1.5,2.3516666666666666,0.0,Chen2020_DFN_Day34_DC03
5644.5,1.5,-1.5,2.351875,0.0,Chen2020_DFN_Day34_DC03
5645.0,1.5,-1.5,2.3520833333333333,0.0,Chen2020_DFN_Day34_DC03
5645.5,1.5,-1.5,2.3522916666666664,0.0,Chen2020_DFN_Day34_DC03
5646.0,1.5,-1.5,2.3525,0.0,Chen2020_DFN_Day34_DC03
5646.5,1.5,-1.5,2.352708333333333,0.0,Chen2020_DFN_Day34_DC03
5647.0,1.5,-1.5,2.3529166666666668,0.0,Chen2020_DFN_Day34_DC03
5647.5,1.5,-1.5,2.353125,0.0,Chen2020_DFN_Day34_DC03
5648.0,1.5,-1.5,2.3533333333333335,0.0,Chen2020_DFN_Day34_DC03
5648.5,1.5,-1.5,2.3535416666666666,0.0,Chen2020_DFN_Day34_DC03
5649.0,1.5,-1.5,2.35375,0.0,Chen2020_DFN_Day34_DC03
5649.5,1.5,-1.5,2.3539583333333334,0.0,Chen2020_DFN_Day34_DC03
5650.0,1.5,-1.5,2.3541666666666665,0.0,Chen2020_DFN_Day34_DC03
5650.5,1.5,-1.5,2.354375,0.0,Chen2020_DFN_Day34_DC03
5651.0,1.5,-1.5,2.3545833333333333,0.0,Chen2020_DFN_Day34_DC03
5651.5,1.5,-1.5,2.354791666666667,0.0,Chen2020_DFN_Day34_DC03
5652.0,1.5,-1.5,2.355,0.0,Chen2020_DFN_Day34_DC03
5652.5,1.5,-1.5,2.355208333333333,0.0,Chen2020_DFN_Day34_DC03
5653.0,1.5,-1.5,2.3554166666666667,0.0,Chen2020_DFN_Day34_DC03
5653.5,1.5,-1.5,2.355625,0.0,Chen2020_DFN_Day34_DC03
5654.0,1.5,-1.5,2.3558333333333334,0.0,Chen2020_DFN_Day34_DC03
5654.5,1.5,-1.5,2.3560416666666666,0.0,Chen2020_DFN_Day34_DC03
5655.0,1.5,-1.5,2.35625,0.0,Chen2020_DFN_Day34_DC03
5655.5,1.5,-1.5,2.3564583333333333,0.0,Chen2020_DFN_Day34_DC03
5656.0,1.5,-1.5,2.3566666666666665,0.0,Chen2020_DFN_Day34_DC03
5656.5,1.5,-1.5,2.356875,0.0,Chen2020_DFN_Day34_DC03
5657.0,1.5,-1.5,2.357083333333333,0.0,Chen2020_DFN_Day34_DC03
5657.5,1.5,-1.5,2.357291666666667,0.0,Chen2020_DFN_Day34_DC03
5658.0,1.5,-1.5,2.3575,0.0,Chen2020_DFN_Day34_DC03
5658.5,1.5,-1.5,2.3577083333333335,0.0,Chen2020_DFN_Day34_DC03
5659.0,1.5,-1.5,2.3579166666666667,0.0,Chen2020_DFN_Day34_DC03
5659.5,1.5,-1.5,2.358125,0.0,Chen2020_DFN_Day34_DC03
5660.0,1.5,-1.5,2.3583333333333334,0.0,Chen2020_DFN_Day34_DC03
5660.5,1.5,-1.5,2.3585416666666665,0.0,Chen2020_DFN_Day34_DC03
5661.0,1.5,-1.5,2.35875,0.0,Chen2020_DFN_Day34_DC03
5661.5,1.5,-1.5,2.3589583333333333,0.0,Chen2020_DFN_Day34_DC03
5662.0,1.5,-1.5,2.359166666666667,0.0,Chen2020_DFN_Day34_DC03
5662.5,1.5,-1.5,2.359375,0.0,Chen2020_DFN_Day34_DC03
5663.0,1.5,-1.5,2.359583333333333,0.0,Chen2020_DFN_Day34_DC03
5663.5,1.5,-1.5,2.3597916666666667,0.0,Chen2020_DFN_Day34_DC03
5664.0,1.5,-1.5,2.36,0.0,Chen2020_DFN_Day34_DC03
5664.5,1.5,-1.5,2.3602083333333335,0.0,Chen2020_DFN_Day34_DC03
5665.0,1.5,-1.5,2.3604166666666666,0.0,Chen2020_DFN_Day34_DC03
5665.5,1.5,-1.5,2.360625,0.0,Chen2020_DFN_Day34_DC03
5666.0,1.5,-1.5,2.3608333333333333,0.0,Chen2020_DFN_Day34_DC03
5666.5,1.5,-1.5,2.3610416666666665,0.0,Chen2020_DFN_Day34_DC03
5667.0,1.5,-1.5,2.36125,0.0,Chen2020_DFN_Day34_DC03
5667.5,1.5,-1.5,2.361458333333333,0.0,Chen2020_DFN_Day34_DC03
5668.0,1.5,-1.5,2.361666666666667,0.0,Chen2020_DFN_Day34_DC03
5668.5,1.5,-1.5,2.361875,0.0,Chen2020_DFN_Day34_DC03
5669.0,1.5,-1.5,2.3620833333333335,0.0,Chen2020_DFN_Day34_DC03
5669.5,1.5,-1.5,2.3622916666666667,0.0,Chen2020_DFN_Day34_DC03
5670.0,1.5,-1.5,2.3625,0.0,Chen2020_DFN_Day34_DC03
5670.5,1.5,-1.5,2.3627083333333334,0.0,Chen2020_DFN_Day34_DC03
5671.0,1.5,-1.5,2.3629166666666666,0.0,Chen2020_DFN_Day34_DC03
5671.5,1.5,-1.5,2.363125,0.0,Chen2020_DFN_Day34_DC03
5672.0,1.5,-1.5,2.3633333333333333,0.0,Chen2020_DFN_Day34_DC03
5672.5,1.5,-1.5,2.363541666666667,0.0,Chen2020_DFN_Day34_DC03
5673.0,1.5,-1.5,2.36375,0.0,Chen2020_DFN_Day34_DC03
5673.5,1.5,-1.5,2.363958333333333,0.0,Chen2020_DFN_Day34_DC03
5674.0,1.5,-1.5,2.3641666666666667,0.0,Chen2020_DFN_Day34_DC03
5674.5,1.5,-1.5,2.364375,0.0,Chen2020_DFN_Day34_DC03
5675.0,1.5,-1.5,2.3645833333333335,0.0,Chen2020_DFN_Day34_DC03
5675.5,1.5,-1.5,2.3647916666666666,0.0,Chen2020_DFN_Day34_DC03
5676.0,1.5,-1.5,2.365,0.0,Chen2020_DFN_Day34_DC03
5676.5,1.5,-1.5,2.3652083333333334,0.0,Chen2020_DFN_Day34_DC03
5677.0,1.5,-1.5,2.3654166666666665,0.0,Chen2020_DFN_Day34_DC03
5677.5,1.5,-1.5,2.365625,0.0,Chen2020_DFN_Day34_DC03
5678.0,1.5,-1.5,2.3658333333333332,0.0,Chen2020_DFN_Day34_DC03
5678.5,1.5,-1.5,2.366041666666667,0.0,Chen2020_DFN_Day34_DC03
5679.0,1.5,-1.5,2.36625,0.0,Chen2020_DFN_Day34_DC03
5679.5,1.5,-1.5,2.3664583333333336,0.0,Chen2020_DFN_Day34_DC03
5680.0,1.5,-1.5,2.3666666666666667,0.0,Chen2020_DFN_Day34_DC03
5680.5,1.5,-1.5,2.366875,0.0,Chen2020_DFN_Day34_DC03
5681.0,1.5,-1.5,2.3670833333333334,0.0,Chen2020_DFN_Day34_DC03
5681.5,1.5,-1.5,2.3672916666666666,0.0,Chen2020_DFN_Day34_DC03
5682.0,1.5,-1.5,2.3675,0.0,Chen2020_DFN_Day34_DC03
5682.5,1.5,-1.5,2.3677083333333333,0.0,Chen2020_DFN_Day34_DC03
5683.0,1.5,-1.5,2.3679166666666664,0.0,Chen2020_DFN_Day34_DC03
5683.5,1.5,-1.5,2.368125,0.0,Chen2020_DFN_Day34_DC03
5684.0,1.5,-1.5,2.368333333333333,0.0,Chen2020_DFN_Day34_DC03
5684.5,1.5,-1.5,2.3685416666666668,0.0,Chen2020_DFN_Day34_DC03
5685.0,1.5,-1.5,2.36875,0.0,Chen2020_DFN_Day34_DC03
5685.5,1.5,-1.5,2.3689583333333335,0.0,Chen2020_DFN_Day34_DC03
5686.0,1.5,-1.5,2.3691666666666666,0.0,Chen2020_DFN_Day34_DC03
5686.5,1.5,-1.5,2.369375,0.0,Chen2020_DFN_Day34_DC03
5687.0,1.5,-1.5,2.3695833333333334,0.0,Chen2020_DFN_Day34_DC03
5687.5,1.5,-1.5,2.3697916666666665,0.0,Chen2020_DFN_Day34_DC03
5688.0,1.5,-1.5,2.37,0.0,Chen2020_DFN_Day34_DC03
5688.5,1.5,-1.5,2.3702083333333333,0.0,Chen2020_DFN_Day34_DC03
5689.0,1.5,-1.5,2.370416666666667,0.0,Chen2020_DFN_Day34_DC03
5689.5,1.5,-1.5,2.370625,0.0,Chen2020_DFN_Day34_DC03
5690.0,1.5,-1.5,2.370833333333333,0.0,Chen2020_DFN_Day34_DC03
5690.5,1.5,-1.5,2.3710416666666667,0.0,Chen2020_DFN_Day34_DC03
5691.0,1.5,-1.5,2.37125,0.0,Chen2020_DFN_Day34_DC03
5691.5,1.5,-1.5,2.3714583333333334,0.0,Chen2020_DFN_Day34_DC03
5692.0,1.5,-1.5,2.3716666666666666,0.0,Chen2020_DFN_Day34_DC03
5692.5,1.5,-1.5,2.371875,0.0,Chen2020_DFN_Day34_DC03
5693.0,1.5,-1.5,2.3720833333333333,0.0,Chen2020_DFN_Day34_DC03
5693.5,1.5,-1.5,2.3722916666666665,0.0,Chen2020_DFN_Day34_DC03
5694.0,1.5,-1.5,2.3725,0.0,Chen2020_DFN_Day34_DC03
5694.5,1.5,-1.5,2.372708333333333,0.0,Chen2020_DFN_Day34_DC03
5695.0,1.5,-1.5,2.372916666666667,0.0,Chen2020_DFN_Day34_DC03
5695.5,1.5,-1.5,2.373125,0.0,Chen2020_DFN_Day34_DC03
5696.0,1.5,-1.5,2.3733333333333335,0.0,Chen2020_DFN_Day34_DC03
5696.5,1.5,-1.5,2.3735416666666667,0.0,Chen2020_DFN_Day34_DC03
5697.0,1.5,-1.5,2.37375,0.0,Chen2020_DFN_Day34_DC03
5697.5,1.5,-1.5,2.3739583333333334,0.0,Chen2020_DFN_Day34_DC03
5698.0,1.5,-1.5,2.3741666666666665,0.0,Chen2020_DFN_Day34_DC03
5698.5,1.5,-1.5,2.374375,0.0,Chen2020_DFN_Day34_DC03
5699.0,1.5,-1.5,2.3745833333333333,0.0,Chen2020_DFN_Day34_DC03
5699.5,1.5,-1.5,2.374791666666667,0.0,Chen2020_DFN_Day34_DC03
5700.0,1.5,-1.5,2.375,0.0,Chen2020_DFN_Day34_DC03
5700.5,1.5,-1.5,2.375208333333333,0.0,Chen2020_DFN_Day34_DC03
5701.0,1.5,-1.5,2.3754166666666667,0.0,Chen2020_DFN_Day34_DC03
5701.5,1.5,-1.5,2.375625,0.0,Chen2020_DFN_Day34_DC03
5702.0,1.5,-1.5,2.3758333333333335,0.0,Chen2020_DFN_Day34_DC03
5702.5,1.5,-1.5,2.3760416666666666,0.0,Chen2020_DFN_Day34_DC03
5703.0,1.5,-1.5,2.37625,0.0,Chen2020_DFN_Day34_DC03
5703.5,1.5,-1.5,2.3764583333333333,0.0,Chen2020_DFN_Day34_DC03
5704.0,1.5,-1.5,2.3766666666666665,0.0,Chen2020_DFN_Day34_DC03
5704.5,1.5,-1.5,2.376875,0.0,Chen2020_DFN_Day34_DC03
5705.0,1.5,-1.5,2.377083333333333,0.0,Chen2020_DFN_Day34_DC03
5705.5,1.5,-1.5,2.377291666666667,0.0,Chen2020_DFN_Day34_DC03
5706.0,1.5,-1.5,2.3775,0.0,Chen2020_DFN_Day34_DC03
5706.5,1.5,-1.5,2.3777083333333335,0.0,Chen2020_DFN_Day34_DC03
5707.0,1.5,-1.5,2.3779166666666667,0.0,Chen2020_DFN_Day34_DC03
5707.5,1.5,-1.5,2.378125,0.0,Chen2020_DFN_Day34_DC03
5708.0,1.5,-1.5,2.3783333333333334,0.0,Chen2020_DFN_Day34_DC03
5708.5,1.5,-1.5,2.3785416666666666,0.0,Chen2020_DFN_Day34_DC03
5709.0,1.5,-1.5,2.37875,0.0,Chen2020_DFN_Day34_DC03
5709.5,1.5,-1.5,2.3789583333333333,0.0,Chen2020_DFN_Day34_DC03
5710.0,1.5,-1.5,2.379166666666667,0.0,Chen2020_DFN_Day34_DC03
5710.5,1.5,-1.5,2.379375,0.0,Chen2020_DFN_Day34_DC03
5711.0,1.5,-1.5,2.379583333333333,0.0,Chen2020_DFN_Day34_DC03
5711.5,1.5,-1.5,2.3797916666666667,0.0,Chen2020_DFN_Day34_DC03
5712.0,1.5,-1.5,2.38,0.0,Chen2020_DFN_Day34_DC03
5712.5,1.5,-1.5,2.3802083333333335,0.0,Chen2020_DFN_Day34_DC03
5713.0,1.5,-1.5,2.3804166666666666,0.0,Chen2020_DFN_Day34_DC03
5713.5,1.5,-1.5,2.380625,0.0,Chen2020_DFN_Day34_DC03
5714.0,1.5,-1.5,2.3808333333333334,0.0,Chen2020_DFN_Day34_DC03
5714.5,1.5,-1.5,2.3810416666666665,0.0,Chen2020_DFN_Day34_DC03
5715.0,1.5,-1.5,2.38125,0.0,Chen2020_DFN_Day34_DC03
5715.5,1.5,-1.5,2.3814583333333332,0.0,Chen2020_DFN_Day34_DC03
5716.0,1.5,-1.5,2.381666666666667,0.0,Chen2020_DFN_Day34_DC03
5716.5,1.5,-1.5,2.381875,0.0,Chen2020_DFN_Day34_DC03
5717.0,1.5,-1.5,2.3820833333333336,0.0,Chen2020_DFN_Day34_DC03
5717.5,1.5,-1.5,2.3822916666666667,0.0,Chen2020_DFN_Day34_DC03
5718.0,1.5,-1.5,2.3825,0.0,Chen2020_DFN_Day34_DC03
5718.5,1.5,-1.5,2.3827083333333334,0.0,Chen2020_DFN_Day34_DC03
5719.0,1.5,-1.5,2.3829166666666666,0.0,Chen2020_DFN_Day34_DC03
5719.5,1.5,-1.5,2.383125,0.0,Chen2020_DFN_Day34_DC03
5720.0,1.5,-1.5,2.3833333333333333,0.0,Chen2020_DFN_Day34_DC03
5720.5,1.5,-1.5,2.3835416666666664,0.0,Chen2020_DFN_Day34_DC03
5721.0,1.5,-1.5,2.38375,0.0,Chen2020_DFN_Day34_DC03
5721.5,1.5,-1.5,2.383958333333333,0.0,Chen2020_DFN_Day34_DC03
5722.0,1.5,-1.5,2.3841666666666668,0.0,Chen2020_DFN_Day34_DC03
5722.5,1.5,-1.5,2.384375,0.0,Chen2020_DFN_Day34_DC03
5723.0,1.5,-1.5,2.3845833333333335,0.0,Chen2020_DFN_Day34_DC03
5723.5,1.5,-1.5,2.3847916666666666,0.0,Chen2020_DFN_Day34_DC03
5724.0,1.5,-1.5,2.385,0.0,Chen2020_DFN_Day34_DC03
5724.5,1.5,-1.5,2.3852083333333334,0.0,Chen2020_DFN_Day34_DC03
5725.0,1.5,-1.5,2.3854166666666665,0.0,Chen2020_DFN_Day34_DC03
5725.5,1.5,-1.5,2.385625,0.0,Chen2020_DFN_Day34_DC03
5726.0,1.5,-1.5,2.3858333333333333,0.0,Chen2020_DFN_Day34_DC03
5726.5,1.5,-1.5,2.386041666666667,0.0,Chen2020_DFN_Day34_DC03
5727.0,1.5,-1.5,2.38625,0.0,Chen2020_DFN_Day34_DC03
5727.5,1.5,-1.5,2.386458333333333,0.0,Chen2020_DFN_Day34_DC03
5728.0,1.5,-1.5,2.3866666666666667,0.0,Chen2020_DFN_Day34_DC03
5728.5,1.5,-1.5,2.386875,0.0,Chen2020_DFN_Day34_DC03
5729.0,1.5,-1.5,2.3870833333333334,0.0,Chen2020_DFN_Day34_DC03
5729.5,1.5,-1.5,2.3872916666666666,0.0,Chen2020_DFN_Day34_DC03
5730.0,1.5,-1.5,2.3875,0.0,Chen2020_DFN_Day34_DC03
5730.5,1.5,-1.5,2.3877083333333333,0.0,Chen2020_DFN_Day34_DC03
5731.0,1.5,-1.5,2.3879166666666665,0.0,Chen2020_DFN_Day34_DC03
5731.5,1.5,-1.5,2.388125,0.0,Chen2020_DFN_Day34_DC03
5732.0,1.5,-1.5,2.388333333333333,0.0,Chen2020_DFN_Day34_DC03
5732.5,1.5,-1.5,2.388541666666667,0.0,Chen2020_DFN_Day34_DC03
5733.0,1.5,-1.5,2.38875,0.0,Chen2020_DFN_Day34_DC03
5733.5,1.5,-1.5,2.3889583333333335,0.0,Chen2020_DFN_Day34_DC03
5734.0,1.5,-1.5,2.3891666666666667,0.0,Chen2020_DFN_Day34_DC03
5734.5,1.5,-1.5,2.389375,0.0,Chen2020_DFN_Day34_DC03
5735.0,1.5,-1.5,2.3895833333333334,0.0,Chen2020_DFN_Day34_DC03
5735.5,1.5,-1.5,2.3897916666666665,0.0,Chen2020_DFN_Day34_DC03
5736.0,1.5,-1.5,2.39,0.0,Chen2020_DFN_Day34_DC03
5736.5,1.5,-1.5,2.3902083333333333,0.0,Chen2020_DFN_Day34_DC03
5737.0,1.5,-1.5,2.390416666666667,0.0,Chen2020_DFN_Day34_DC03
5737.5,1.5,-1.5,2.390625,0.0,Chen2020_DFN_Day34_DC03
5738.0,1.5,-1.5,2.390833333333333,0.0,Chen2020_DFN_Day34_DC03
5738.5,1.5,-1.5,2.3910416666666667,0.0,Chen2020_DFN_Day34_DC03
5739.0,1.5,-1.5,2.39125,0.0,Chen2020_DFN_Day34_DC03
5739.5,1.5,-1.5,2.3914583333333335,0.0,Chen2020_DFN_Day34_DC03
5740.0,1.5,-1.5,2.3916666666666666,0.0,Chen2020_DFN_Day34_DC03
5740.5,1.5,-1.5,2.391875,0.0,Chen2020_DFN_Day34_DC03
5741.0,1.5,-1.5,2.3920833333333333,0.0,Chen2020_DFN_Day34_DC03
5741.5,1.5,-1.5,2.3922916666666665,0.0,Chen2020_DFN_Day34_DC03
5742.0,1.5,-1.5,2.3925,0.0,Chen2020_DFN_Day34_DC03
5742.5,1.5,-1.5,2.392708333333333,0.0,Chen2020_DFN_Day34_DC03
5743.0,1.5,-1.5,2.392916666666667,0.0,Chen2020_DFN_Day34_DC03
5743.5,1.5,-1.5,2.393125,0.0,Chen2020_DFN_Day34_DC03
5744.0,1.5,-1.5,2.3933333333333335,0.0,Chen2020_DFN_Day34_DC03
5744.5,1.5,-1.5,2.3935416666666667,0.0,Chen2020_DFN_Day34_DC03
5745.0,1.5,-1.5,2.39375,0.0,Chen2020_DFN_Day34_DC03
5745.5,1.5,-1.5,2.3939583333333334,0.0,Chen2020_DFN_Day34_DC03
5746.0,1.5,-1.5,2.3941666666666666,0.0,Chen2020_DFN_Day34_DC03
5746.5,1.5,-1.5,2.394375,0.0,Chen2020_DFN_Day34_DC03
5747.0,1.5,-1.5,2.3945833333333333,0.0,Chen2020_DFN_Day34_DC03
5747.5,1.5,-1.5,2.394791666666667,0.0,Chen2020_DFN_Day34_DC03
5748.0,1.5,-1.5,2.395,0.0,Chen2020_DFN_Day34_DC03
5748.5,1.5,-1.5,2.395208333333333,0.0,Chen2020_DFN_Day34_DC03
5749.0,1.5,-1.5,2.3954166666666667,0.0,Chen2020_DFN_Day34_DC03
5749.5,1.5,-1.5,2.395625,0.0,Chen2020_DFN_Day34_DC03
5750.0,1.5,-1.5,2.3958333333333335,0.0,Chen2020_DFN_Day34_DC03
