t_s,I_charge_A,I_py_A,Q_geom_Ah,AC_C_scheduled,condition
912.5,-1.5235435108744126,1.5235435108744126,0.4598469701424789,0.7,Chen2020_DFN_Day34_fixed_AC0p7
913.0,-1.539597759345285,1.539597759345285,0.4596342519987136,0.7,Chen2020_DFN_Day34_fixed_AC0p7
913.5,-1.5553959359816076,1.5553959359816076,0.4594193218809826,0.7,Chen2020_DFN_Day34_fixed_AC0p7
914.0,-1.5709367098611895,1.5709367098611895,0.4592022154472435,0.7,Chen2020_DFN_Day34_fixed_AC0p7
914.5,-1.586218771746836,1.586218771746836,0.4589829685387985,0.7,Chen2020_DFN_Day34_fixed_AC0p7
915.0,-1.6012408341966,1.6012408341966,0.45876161717727465,0.7,Chen2020_DFN_Day34_fixed_AC0p7
915.5,-1.6160016316722885,1.6160016316722885,0.4585381975615893,0.7,Chen2020_DFN_Day34_fixed_AC0p7
916.0,-1.6304999206460336,1.6304999206460336,0.4583127460649005,0.7,Chen2020_DFN_Day34_fixed_AC0p7
916.5,-1.6447344797050958,1.6447344797050958,0.4580852992315428,0.7,Chen2020_DFN_Day34_fixed_AC0p7
917.0,-1.6587041096547233,1.6587041096547233,0.45785589377394836,0.7,Chen2020_DFN_Day34_fixed_AC0p7
917.5,-1.6724076336192164,1.6724076336192164,0.4576245665695543,0.7,Chen2020_DFN_Day34_fixed_AC0p7
918.0,-1.6858438971410346,1.6858438971410346,0.457391354657696,0.7,Chen2020_DFN_Day34_fixed_AC0p7
918.5,-1.6990117682780959,1.6990117682780959,0.4571562952364863,0.7,Chen2020_DFN_Day34_fixed_AC0p7
919.0,-1.711910137699094,1.711910137699094,0.45691942565968235,0.7,Chen2020_DFN_Day34_fixed_AC0p7
919.5,-1.7245379187769934,1.7245379187769934,0.45668078343353813,0.7,Chen2020_DFN_Day34_fixed_AC0p7
920.0,-1.736894047680554,1.736894047680554,0.45644040621364523,0.7,Chen2020_DFN_Day34_fixed_AC0p7
920.5,-1.7489774834639418,1.7489774834639418,0.45619833180176017,0.7,Chen2020_DFN_Day34_fixed_AC0p7
921.0,-1.7607872081544556,1.7607872081544556,0.45595459814262,0.7,Chen2020_DFN_Day34_fixed_AC0p7
921.5,-1.7723222268382504,1.7723222268382504,0.4557092433207455,0.7,Chen2020_DFN_Day34_fixed_AC0p7
922.0,-1.7835815677441902,1.7835815677441902,0.4554623055572328,0.7,Chen2020_DFN_Day34_fixed_AC0p7
922.5,-1.7945642823256778,1.7945642823256778,0.4552138232065336,0.7,Chen2020_DFN_Day34_fixed_AC0p7
923.0,-1.8052694453406035,1.8052694453406035,0.45496383475322344,0.7,Chen2020_DFN_Day34_fixed_AC0p7
923.5,-1.815696154929256,1.815696154929256,0.4547123788087602,0.7,Chen2020_DFN_Day34_fixed_AC0p7
924.0,-1.8258435326903344,1.8258435326903344,0.45445949410823105,0.7,Chen2020_DFN_Day34_fixed_AC0p7
924.5,-1.8357107237549144,1.8357107237549144,0.45420521950708903,0.7,Chen2020_DFN_Day34_fixed_AC0p7
925.0,-1.845296896858502,1.845296896858502,0.45394959397787976,0.7,Chen2020_DFN_Day34_fixed_AC0p7
925.5,-1.8546012444110311,1.8546012444110311,0.45369265660695823,0.7,Chen2020_DFN_Day34_fixed_AC0p7
926.0,-1.8636229825649293,1.8636229825649293,0.453434446591196,0.7,Chen2020_DFN_Day34_fixed_AC0p7
926.5,-1.872361351281124,1.872361351281124,0.45317500323467896,0.7,Chen2020_DFN_Day34_fixed_AC0p7
927.0,-1.8808156143931019,1.8808156143931019,0.45291436594539597,0.7,Chen2020_DFN_Day34_fixed_AC0p7
927.5,-1.8889850596688964,1.8889850596688964,0.45265257423191946,0.7,Chen2020_DFN_Day34_fixed_AC0p7
928.0,-1.896868998871121,1.896868998871121,0.4523896677000764,0.7,Chen2020_DFN_Day34_fixed_AC0p7
928.5,-1.9044667678149225,1.9044667678149225,0.45212568604961206,0.7,Chen2020_DFN_Day34_fixed_AC0p7
929.0,-1.9117777264239582,1.9117777264239582,0.4518606690708455,0.7,Chen2020_DFN_Day34_fixed_AC0p7
929.5,-1.918801258784299,1.918801258784299,0.45159465664131715,0.7,Chen2020_DFN_Day34_fixed_AC0p7
930.0,-1.9255367731963378,1.9255367731963378,0.4513276887224296,0.7,Chen2020_DFN_Day34_fixed_AC0p7
930.5,-1.931983702224616,1.931983702224616,0.4510598053560809,0.7,Chen2020_DFN_Day34_fixed_AC0p7
931.0,-1.9381415027456481,1.9381415027456481,0.45079104666129133,0.7,Chen2020_DFN_Day34_fixed_AC0p7
931.5,-1.9440096559936588,1.9440096559936588,0.4505214528308233,0.7,Chen2020_DFN_Day34_fixed_AC0p7
932.0,-1.9495876676043031,1.9495876676043031,0.4502510641277957,0.7,Chen2020_DFN_Day34_fixed_AC0p7
932.5,-1.9548750676562978,1.9548750676562978,0.4499799208822915,0.7,Chen2020_DFN_Day34_fixed_AC0p7
933.0,-1.9598714107110258,1.9598714107110258,0.44970806348796044,0.7,Chen2020_DFN_Day34_fixed_AC0p7
933.5,-1.9645762758500522,1.9645762758500522,0.4494355323986159,0.7,Chen2020_DFN_Day34_fixed_AC0p7
934.0,-1.9689892667105848,1.9689892667105848,0.44916236812482696,0.7,Chen2020_DFN_Day34_fixed_AC0p7
934.5,-1.9731100115188749,1.9731100115188749,0.4488886112305055,0.7,Chen2020_DFN_Day34_fixed_AC0p7
935.0,-1.976938163121523,1.976938163121523,0.4486143023294888,0.7,Chen2020_DFN_Day34_fixed_AC0p7
935.5,-1.9804733990147398,1.9804733990147398,0.4483394820821182,0.7,Chen2020_DFN_Day34_fixed_AC0p7
936.0,-1.9837154213715036,1.9837154213715036,0.4480641911918137,0.7,Chen2020_DFN_Day34_fixed_AC0p7
936.5,-1.986663957066661,1.986663957066661,0.4477884704016443,0.7,Chen2020_DFN_Day34_fixed_AC0p7
937.0,-1.9893187576999258,1.9893187576999258,0.44751236049089665,0.7,Chen2020_DFN_Day34_fixed_AC0p7
937.5,-1.9916795996168166,1.9916795996168166,0.44723590227163856,0.7,Chen2020_DFN_Day34_fixed_AC0p7
938.0,-1.9937462839274884,1.9937462839274884,0.44695913658528136,0.7,Chen2020_DFN_Day34_fixed_AC0p7
938.5,-1.9955186365234967,1.9955186365234967,0.4466821042991389,0.7,Chen2020_DFN_Day34_fixed_AC0p7
939.0,-1.9969965080924585,1.9969965080924585,0.446404846302985,0.7,Chen2020_DFN_Day34_fixed_AC0p7
939.5,-1.9981797741306364,1.9981797741306364,0.4461274035056084,0.7,Chen2020_DFN_Day34_fixed_AC0p7
940.0,-1.9990683349534235,1.9990683349534235,0.44584981683136643,0.7,Chen2020_DFN_Day34_fixed_AC0p7
940.5,-1.999662115703745,1.999662115703745,0.44557212721673745,0.7,Chen2020_DFN_Day34_fixed_AC0p7
941.0,-1.999961066358361,1.999961066358361,0.445294375606872,0.7,Chen2020_DFN_Day34_fixed_AC0p7
941.5,-1.9999651617320833,1.9999651617320833,0.44501660295214346,0.7,Chen2020_DFN_Day34_fixed_AC0p7
942.0,-1.9996744014798953,1.9996744014798953,0.4447388502046982,0.7,Chen2020_DFN_Day34_fixed_AC0p7
942.5,-1.9990888100969828,1.9990888100969828,0.4444611583150054,0.7,Chen2020_DFN_Day34_fixed_AC0p7
943.0,-1.9982084369166704,1.9982084369166704,0.44418356822840716,0.7,Chen2020_DFN_Day34_fixed_AC0p7
943.5,-1.9970333561062619,1.9970333561062619,0.4439061208816695,0.7,Chen2020_DFN_Day34_fixed_AC0p7
944.0,-1.9955636666607974,1.9955636666607974,0.4436288571995329,0.7,Chen2020_DFN_Day34_fixed_AC0p7
944.5,-1.993799492394709,1.993799492394709,0.4433518180912651,0.7,Chen2020_DFN_Day34_fixed_AC0p7
945.0,-1.9917409819313936,1.9917409819313936,0.44307504444721474,0.7,Chen2020_DFN_Day34_fixed_AC0p7
945.5,-1.989388308690688,1.989388308690688,0.44279857713536597,0.7,Chen2020_DFN_Day34_fixed_AC0p7
946.0,-1.9867416708742627,1.9867416708742627,0.4425224569978962,0.7,Chen2020_DFN_Day34_fixed_AC0p7
946.5,-1.9838012914489234,1.9838012914489234,0.4422467248477348,0.7,Chen2020_DFN_Day34_fixed_AC0p7
947.0,-1.9805674181278246,1.9805674181278246,0.44197142146512536,0.7,Chen2020_DFN_Day34_fixed_AC0p7
947.5,-1.9770403233496068,1.9770403233496068,0.4416965875941894,0.7,Chen2020_DFN_Day34_fixed_AC0p7
948.0,-1.9732203042554355,1.9732203042554355,0.44142226393949463,0.7,Chen2020_DFN_Day34_fixed_AC0p7
948.5,-1.969107682663981,1.969107682663981,0.44114849116262517,0.7,Chen2020_DFN_Day34_fixed_AC0p7
949.0,-1.9647028050442916,1.9647028050442916,0.44087530987875656,0.7,Chen2020_DFN_Day34_fixed_AC0p7
949.5,-1.9600060424866221,1.9600060424866221,0.44060276065323356,0.7,Chen2020_DFN_Day34_fixed_AC0p7
950.0,-1.9550177906711532,1.9550177906711532,0.4403308839981532,0.7,Chen2020_DFN_Day34_fixed_AC0p7
950.5,-1.9497384698346747,1.9497384698346747,0.4400597203689514,0.7,Chen2020_DFN_Day34_fixed_AC0p7
951.0,-1.9441685247351672,1.9441685247351672,0.43978931016099515,0.7,Chen2020_DFN_Day34_fixed_AC0p7
951.5,-1.9383084246143487,1.9383084246143487,0.4395196937061792,0.7,Chen2020_DFN_Day34_fixed_AC0p7
952.0,-1.9321586631581247,1.9321586631581247,0.43925091126952837,0.7,Chen2020_DFN_Day34_fixed_AC0p7
952.5,-1.9257197584550183,1.9257197584550183,0.43898300304580523,0.7,Chen2020_DFN_Day34_fixed_AC0p7
953.0,-1.9189922529525023,1.9189922529525023,0.43871600915612413,0.7,Chen2020_DFN_Day34_fixed_AC0p7
953.5,-1.9119767134113226,1.9119767134113226,0.43844996964457106,0.7,Chen2020_DFN_Day34_fixed_AC0p7
954.0,-1.9046737308577288,1.9046737308577288,0.4381849244748302,0.7,Chen2020_DFN_Day34_fixed_AC0p7
954.5,-1.8970839205337056,1.8970839205337056,0.4379209135268169,0.7,Chen2020_DFN_Day34_fixed_AC0p7
955.0,-1.8892079218451183,1.8892079218451183,0.4376579765933184,0.7,Chen2020_DFN_Day34_fixed_AC0p7
955.5,-1.8810463983078693,1.8810463983078693,0.43739615337664106,0.7,Chen2020_DFN_Day34_fixed_AC0p7
956.0,-1.872600037491977,1.872600037491977,0.4371354834852661,0.7,Chen2020_DFN_Day34_fixed_AC0p7
956.5,-1.863869550963675,1.863869550963675,0.4368760064305122,0.7,Chen2020_DFN_Day34_fixed_AC0p7
957.0,-1.8548556742254396,1.8548556742254396,0.4366177616232075,0.7,Chen2020_DFN_Day34_fixed_AC0p7
957.5,-1.845559166654057,1.845559166654057,0.4363607883703686,0.7,Chen2020_DFN_Day34_fixed_AC0p7
958.0,-1.8359808114366172,1.8359808114366172,0.4361051258718901,0.7,Chen2020_DFN_Day34_fixed_AC0p7
958.5,-1.8261214155045669,1.8261214155045669,0.4358508132172414,0.7,Chen2020_DFN_Day34_fixed_AC0p7
959.0,-1.8159818094657,1.8159818094657,0.43559788938217403,0.7,Chen2020_DFN_Day34_fixed_AC0p7
959.5,-1.805562847534198,1.805562847534198,0.43534639322543794,0.7,Chen2020_DFN_Day34_fixed_AC0p7
960.0,-1.7948654074586736,1.7948654074586736,0.4350963634855079,0.7,Chen2020_DFN_Day34_fixed_AC0p7
960.5,-1.7838903904482017,1.7838903904482017,0.43484783877732,0.7,Chen2020_DFN_Day34_fixed_AC0p7
961.0,-1.772638721096424,1.772638721096424,0.43460085758901823,0.7,Chen2020_DFN_Day34_fixed_AC0p7
961.5,-1.7611113473036273,1.7611113473036273,0.4343554582787127,0.7,Chen2020_DFN_Day34_fixed_AC0p7
962.0,-1.7493092401969195,1.7493092401969195,0.43411167907124737,0.7,Chen2020_DFN_Day34_fixed_AC0p7
962.5,-1.737233394048383,1.737233394048383,0.4338695580549804,0.7,Chen2020_DFN_Day34_fixed_AC0p7
963.0,-1.7248848261913445,1.7248848261913445,0.4336291331785748,0.7,Chen2020_DFN_Day34_fixed_AC0p7
963.5,-1.7122645769346376,1.7122645769346376,0.4333904422478022,0.7,Chen2020_DFN_Day34_fixed_AC0p7
964.0,-1.6993737094749957,1.6993737094749957,0.4331535229223571,0.7,Chen2020_DFN_Day34_fixed_AC0p7
964.5,-1.6862133098074454,1.6862133098074454,0.43291841271268466,0.7,Chen2020_DFN_Day34_fixed_AC0p7
965.0,-1.6727844866338555,1.6727844866338555,0.4326851489768207,0.7,Chen2020_DFN_Day34_fixed_AC0p7
965.5,-1.6590883712694948,1.6590883712694948,0.4324537689172441,0.7,Chen2020_DFN_Day34_fixed_AC0p7
966.0,-1.6451261175477638,1.6451261175477638,0.4322243095777429,0.7,Chen2020_DFN_Day34_fixed_AC0p7
966.5,-1.630898901722948,1.630898901722948,0.43199680784029354,0.7,Chen2020_DFN_Day34_fixed_AC0p7
967.0,-1.6164079223711685,1.6164079223711685,0.43177130042195366,0.7,Chen2020_DFN_Day34_fixed_AC0p7
967.5,-1.6016544002893625,1.6016544002893625,0.4315478238717689,0.7,Chen2020_DFN_Day34_fixed_AC0p7
968.0,-1.58663957839248,1.58663957839248,0.43132641456769377,0.7,Chen2020_DFN_Day34_fixed_AC0p7
968.5,-1.5713647216087314,1.5713647216087314,0.431107108713527,0.7,Chen2020_DFN_Day34_fixed_AC0p7
969.0,-1.5558311167730685,1.5558311167730685,0.4308899423358616,0.7,Chen2020_DFN_Day34_fixed_AC0p7
969.5,-1.5400400725187264,1.5400400725187264,0.43067495128104966,0.7,Chen2020_DFN_Day34_fixed_AC0p7
970.0,-1.523992919167028,1.523992919167028,0.43046217121218255,0.7,Chen2020_DFN_Day34_fixed_AC0p7
970.5,-1.5076910086152582,1.5076910086152582,0.4302516376060866,0.7,Chen2020_DFN_Day34_fixed_AC0p7
971.0,-1.4911357142228248,1.4911357142228248,0.4300433857503339,0.7,Chen2020_DFN_Day34_fixed_AC0p7
971.5,-1.4743284306955164,1.4743284306955164,0.42983745074027013,0.7,Chen2020_DFN_Day34_fixed_AC0p7
972.0,-1.4572705739680214,1.4572705739680214,0.42963386747605736,0.7,Chen2020_DFN_Day34_fixed_AC0p7
972.5,-1.4399635810846632,1.4399635810846632,0.4294326706597343,0.7,Chen2020_DFN_Day34_fixed_AC0p7
973.0,-1.4224089100782895,1.4224089100782895,0.4292338947922924,0.7,Chen2020_DFN_Day34_fixed_AC0p7
973.5,-1.4046080398474943,1.4046080398474943,0.4290375741707698,0.7,Chen2020_DFN_Day34_fixed_AC0p7
974.0,-1.3865624700319712,1.3865624700319712,0.42884374288536153,0.7,Chen2020_DFN_Day34_fixed_AC0p7
974.5,-1.3682737208862337,1.3682737208862337,0.42865243481654774,0.7,Chen2020_DFN_Day34_fixed_AC0p7
975.0,-1.3497433331514825,1.3497433331514825,0.4284636836322395,0.7,Chen2020_DFN_Day34_fixed_AC0p7
975.5,-1.3309728679258637,1.3309728679258637,0.4282775227849425,0.7,Chen2020_DFN_Day34_fixed_AC0p7
976.0,-1.3119639065328945,1.3119639065328945,0.42809398550893846,0.7,Chen2020_DFN_Day34_fixed_AC0p7
976.5,-1.292718050388304,1.292718050388304,0.42791310481748557,0.7,Chen2020_DFN_Day34_fixed_AC0p7
977.0,-1.2732369208650627,1.2732369208650627,0.42773491350003745,0.7,Chen2020_DFN_Day34_fixed_AC0p7
977.5,-1.2535221591568457,1.2535221591568457,0.4275594441194803,0.7,Chen2020_DFN_Day34_fixed_AC0p7
978.0,-1.2335754261397147,1.2335754261397147,0.4273867290093903,0.7,Chen2020_DFN_Day34_fixed_AC0p7
978.5,-1.2133984022322535,1.2133984022322535,0.42721680027130887,0.7,Chen2020_DFN_Day34_fixed_AC0p7
979.0,-1.1929927872539419,1.1929927872539419,0.427049689772039,0.7,Chen2020_DFN_Day34_fixed_AC0p7
979.5,-1.1723603002820142,1.1723603002820142,0.4268854291409601,0.7,Chen2020_DFN_Day34_fixed_AC0p7
980.0,-1.151502679506573,1.151502679506573,0.42672404976736367,0.7,Chen2020_DFN_Day34_fixed_AC0p7
980.5,-1.1304216820842194,1.1304216820842194,0.42656558279780876,0.7,Chen2020_DFN_Day34_fixed_AC0p7
981.0,-1.1091190839899534,1.1091190839899534,0.42641005913349805,0.7,Chen2020_DFN_Day34_fixed_AC0p7
981.5,-1.0875966798676266,1.0875966798676266,0.4262575094276746,0.7,Chen2020_DFN_Day34_fixed_AC0p7
982.0,-1.0658562828786806,1.0658562828786806,0.42610796408303947,0.7,Chen2020_DFN_Day34_fixed_AC0p7
982.5,-1.0438997245494654,1.0438997245494654,0.42596145324919027,0.7,Chen2020_DFN_Day34_fixed_AC0p7
983.0,-1.0217288546168763,1.0217288546168763,0.4258180068200815,0.7,Chen2020_DFN_Day34_fixed_AC0p7
983.5,-0.9993455408725884,0.9993455408725884,0.4256776544315058,0.7,Chen2020_DFN_Day34_fixed_AC0p7
984.0,-0.9767516690056346,0.9767516690056346,0.4255404254585976,0.7,Chen2020_DFN_Day34_fixed_AC0p7
984.5,-0.9539491424436157,0.9539491424436157,0.42540634901335805,0.7,Chen2020_DFN_Day34_fixed_AC0p7
985.0,-0.9309398821922863,0.9309398821922863,0.4252754539422028,0.7,Chen2020_DFN_Day34_fixed_AC0p7
985.5,-0.9077258266737402,0.9077258266737402,0.4251477688235315,0.7,Chen2020_DFN_Day34_fixed_AC0p7
986.0,-0.8843089315631394,0.8843089315631394,0.42502332196532067,0.7,Chen2020_DFN_Day34_fixed_AC0p7
986.5,-0.8606911696238919,0.8606911696238919,0.42490214140273824,0.7,Chen2020_DFN_Day34_fixed_AC0p7
987.0,-0.8368745305415297,0.8368745305415297,0.4247842548957823,0.7,Chen2020_DFN_Day34_fixed_AC0p7
987.5,-0.8128610207560127,0.8128610207560127,0.4246696899269422,0.7,Chen2020_DFN_Day34_fixed_AC0p7
988.0,-0.7886526632927695,0.7886526632927695,0.4245584736988832,0.7,Chen2020_DFN_Day34_fixed_AC0p7
988.5,-0.7642514975921939,0.7642514975921939,0.4244506331321551,0.7,Chen2020_DFN_Day34_fixed_AC0p7
989.0,-0.7396595793379053,0.7396595793379053,0.42434619486292385,0.7,Chen2020_DFN_Day34_fixed_AC0p7
989.5,-0.7148789802834918,0.7148789802834918,0.4242451852407279,0.7,Chen2020_DFN_Day34_fixed_AC0p7
990.0,-0.6899117880780516,0.6899117880780516,0.42414763032625835,0.7,Chen2020_DFN_Day34_fixed_AC0p7
990.5,-0.6647601060902399,0.6647601060902399,0.4240535558891634,0.7,Chen2020_DFN_Day34_fixed_AC0p7
991.0,-0.6394260532311491,0.6394260532311491,0.4239629874058772,0.7,Chen2020_DFN_Day34_fixed_AC0p7
991.5,-0.6139117637757217,0.6139117637757217,0.42387595005747397,0.7,Chen2020_DFN_Day34_fixed_AC0p7
992.0,-0.5882193871830257,0.5882193871830257,0.4237924687275463,0.7,Chen2020_DFN_Day34_fixed_AC0p7
992.5,-0.5623510879150948,0.5623510879150948,0.42371256800010887,0.7,Chen2020_DFN_Day34_fixed_AC0p7
993.0,-0.5363090452546624,0.5363090452546624,0.4236362721575277,0.7,Chen2020_DFN_Day34_fixed_AC0p7
993.5,-0.510095453121485,0.510095453121485,0.42356360517847375,0.7,Chen2020_DFN_Day34_fixed_AC0p7
994.0,-0.483712519887598,0.483712519887598,0.4234945907359037,0.7,Chen2020_DFN_Day34_fixed_AC0p7
994.5,-0.45716246819118833,0.45716246819118833,0.4234292521950649,0.7,Chen2020_DFN_Day34_fixed_AC0p7
995.0,-0.43044753474942854,0.43044753474942854,0.4233676126115274,0.7,Chen2020_DFN_Day34_fixed_AC0p7
995.5,-0.40356997016996354,0.40356997016996354,0.4233096947292413,0.7,Chen2020_DFN_Day34_fixed_AC0p7
996.0,-0.3765320387613891,0.3765320387613891,0.42325552097862107,0.7,Chen2020_DFN_Day34_fixed_AC0p7
996.5,-0.3493360183424108,0.3493360183424108,0.4232051134746555,0.7,Chen2020_DFN_Day34_fixed_AC0p7
997.0,-0.3219842000500335,0.3219842000500335,0.4231584940150449,0.7,Chen2020_DFN_Day34_fixed_AC0p7
997.5,-0.2944788881464584,0.2944788881464584,0.4231156840783646,0.7,Chen2020_DFN_Day34_fixed_AC0p7
998.0,-0.2668223998250445,0.2668223998250445,0.42307670482225546,0.7,Chen2020_DFN_Day34_fixed_AC0p7
998.5,-0.23901706501502384,0.23901706501502384,0.42304157708164153,0.7,Chen2020_DFN_Day34_fixed_AC0p7
999.0,-0.21106522618524393,0.21106522618524393,0.42301032136697486,0.7,Chen2020_DFN_Day34_fixed_AC0p7
999.5,-0.18296923814686084,0.18296923814686084,0.42298295786250734,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1000.0,-0.15473146785488145,0.15473146785488145,0.4229595064245905,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1000.5,-0.12635429420884492,0.12635429420884492,0.4229399865800028,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1001.0,-0.09784010785232455,0.09784010785232455,0.4229244175243041,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1001.5,-0.06919131097161424,0.06919131097161424,0.4229128181202191,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1002.0,-0.04041031709326903,0.04041031709326903,0.4229052068960479,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1002.5,-0.011499550880864406,0.011499550880864406,0.4229016020441052,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1003.0,0.017538552069359836,-0.017538552069359836,0.42290202141918776,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1003.5,0.04670154543359639,-0.04670154543359639,0.4229064825370699,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1004.0,0.07598697236665264,-0.07598697236665264,0.4229150025730283,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1004.5,0.10539236570883692,-0.10539236570883692,0.4229275983603946,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1005.0,0.13491524819389733,-0.13491524819389733,0.42294428638913784,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1005.5,0.16455313265762705,-0.16455313265762705,0.42296508280447476,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1006.0,0.19430352224748937,-0.19430352224748937,0.42299000340550985,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1006.5,0.22416391063287255,-0.22416391063287255,0.42301906364390435,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1007.0,0.25413178221632937,-0.25413178221632937,0.42305227862257444,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1007.5,0.2842046123454116,-0.2842046123454116,0.42308966309441903,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1008.0,0.3143798675254532,-0.3143798675254532,0.42313123146107673,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1008.5,0.34465500563291185,-0.34465500563291185,0.42317699777171275,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1009.0,0.3750274761296244,-0.3750274761296244,0.42322697572183515,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1009.5,0.4054947202775845,-0.4054947202775845,0.4232811786521412,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1010.0,0.4360541713545971,-0.4360541713545971,0.42333961954739346,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1010.5,0.46670325487042064,-0.46670325487042064,0.4234023110353258,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1011.0,0.49743938878373584,-0.49743938878373584,0.42346926538557955,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1011.5,0.5282599837196367,-0.5282599837196367,0.42354049450867004,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1012.0,0.5591624431877372,-0.5591624431877372,0.42361600995498305,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1012.5,0.5901441638009968,-0.5901441638009968,0.4236958229138017,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1013.0,0.6212025354949474,-0.6212025354949474,0.4237799442123639,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1013.5,0.6523349417476759,-0.6523349417476759,0.4238683843149503,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1014.0,0.6835387598001571,-0.6835387598001571,0.4239611533220022,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1014.5,0.7148113608773051,-0.7148113608773051,0.42405826096927146,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1015.0,0.7461501104093391,-0.7461501104093391,0.4241597166269997,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1015.5,0.7775523682538301,-0.7775523682538301,0.42426552929912903,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1016.0,0.8090154889180236,-0.8090154889180236,0.42437570762254373,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1016.5,0.8405368217818067,-0.8405368217818067,0.4244902598663423,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1017.0,0.8721137113209138,-0.8721137113209138,0.4246091939311411,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1017.5,0.9037434973307388,-0.9037434973307388,0.42473251734840856,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1018.0,0.9354235151503477,-0.9354235151503477,0.42486023727983085,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1018.5,0.9671510958870615,-0.9671510958870615,0.42499236051670847,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1019.0,0.9989235666411995,-0.9989235666411995,0.4251288934793841,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1019.5,1.0307382507313574,-1.0307382507313574,0.4252698422167016,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1020.0,1.062592467919806,-1.062592467919806,0.42541521240549685,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1020.5,1.094483534638388,-1.094483534638388,0.42556500935011893,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1021.0,1.1264087642144962,-1.1264087642144962,0.4257192379819837,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1021.5,1.1583654670975134,-1.1583654670975134,0.42587790285915816,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1022.0,1.1903509510852939,-1.1903509510852939,0.4260410081659764,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1022.5,1.222362521551069,-1.222362521551069,0.42620855771268723,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1023.0,1.2543974816703571,-1.2543974816703571,0.42638055493513316,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1023.5,1.286453132648258,-1.286453132648258,0.4265570028944608,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1024.0,1.318526773946714,-1.318526773946714,0.42673790427686326,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1024.5,1.350615703512104,-1.350615703512104,0.42692326139335346,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1025.0,1.3827172180028435,-1.3827172180028435,0.4271130761795698,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1025.5,1.414828613017089,-1.414828613017089,0.42730735019561283,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1026.0,1.4469471833206593,-1.4469471833206593,0.42750608462591405,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1026.5,1.479070223074839,-1.479070223074839,0.427709280279136,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1027.0,1.511195026064432,-1.511195026064432,0.427916937588104,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1027.5,1.5433188859256486,-1.5433188859256486,0.42812905660977,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1028.0,1.5754390963742027,-1.5754390963742027,0.4283456370252075,0.7,Chen2020_DFN_Day34_fixed_AC0p7
1028.5,1.607552951433204,-1.607552951433204,0.42856667813963856,0.7,Chen2020_DFN_Day34_fixed_AC0p7
