param_set,initial_soc,t_end_DC_s,t_end_DCAC_s,dt_total_s,dt_total_min,Q_end_DC_Ah,Q_end_DCAC_Ah,Q_end_diff_Ah,t_to_Vmax_DC_s,t_to_Vmax_DCAC_s,dt_to_Vmax_s,Q_to_Vmax_DC_Ah,Q_to_Vmax_DCAC_Ah,Q_to_Vmax_shift_Ah,DC_cutoff_reached,DCAC_cutoff_reached,DC_has_cv_tail,DCAC_has_cv_tail,DC_Vmax_violation_max_over_V,DCAC_Vmax_violation_max_over_V
Chen2020,0.05,19352.284482474002,17105.917745773906,2246.366736700096,37.43944561166827,4.872814517225636,4.872588450585356,0.00022606664027957635,16659.601329210152,12799.285783244368,3860.3155459657846,4.627667035891709,3.7702215195106774,0.8574455163810315,True,True,True,True,2.3092638912203256e-14,4.529709940470639e-14
