param_set,arm,termination_method,initial_soc,n_samples,t_end_s,Q_end_Ah,V_end_V,I_end_A,I_end_abs_A,V_min_V,V_max_V,I_min_A,I_max_A,Vmax_cutoff_V,I_cutoff_A,I_cutoff_mA,idx_vmax_sample,t_to_Vmax_sample_s,Q_to_Vmax_sample_Ah,n_cv_samples,has_cv_tail,I_cv_abs_initial_A,I_cv_abs_final_A,I_cv_abs_range_A,V_cv_min_V,V_cv_max_V,cutoff_reached_by_final_current,Vmax_violation_max_over_V,Q_start_Ah,Q_min_Ah,Q_max_Ah,n_negative_dQ_steps,has_positive_discharge_current
Chen2020,DC_reference,CustomTermination,0.05,1938,19352.284482422205,4.872814517243399,4.200000000000001,-0.07353941176470583,0.07353941176470583,3.157896704104518,4.200000000000141,-1.000270241797806,-0.07353941176470583,4.2,0.0735294117647058,73.5294117647058,1667,16659.601329203255,4.627667035889793,270,True,0.97956209364142,0.07353941176470583,0.9060226818767142,4.199999999999971,4.200000000000141,True,1.412203687323199e-13,-0.0,-0.0,4.872814517243399,0,False
Chen2020,DCAC_full_protocol,CustomTermination,0.05,1713,17105.917723635568,4.8725884306814455,4.199999999999999,-0.07353941176470585,0.07353941176470585,3.157896704104518,4.200000000000115,-3.4999986498981204,1.4999998499886682,4.2,0.0735294117647058,73.5294117647058,1281,12799.285771199457,3.7702215079827632,431,True,3.376610749605493,0.07353941176470585,3.3030713378407874,4.199999999999519,4.200000000000115,True,1.1457501614131615e-13,-0.0,-0.0,4.8725884306814455,453,True
OKane2022,DC_reference,CustomTermination,0.05,1917,19141.36642184064,4.835568865935167,4.199999999999999,-0.07353941176470585,0.07353941176470585,3.1780124164448713,4.200000000000003,-1.000264640216566,-0.07353941176470585,4.2,0.0735294117647058,73.5294117647058,1656,16548.53386901911,4.596814963616419,260,True,0.9799196269391144,0.07353941176470585,0.9063802151744085,4.1999999999999975,4.200000000000003,True,2.6645352591003757e-15,-0.0,-0.0,4.835568865935167,0,False
OKane2022,DCAC_full_protocol,CustomTermination,0.05,1726,17232.14913203997,4.836702350227521,4.200000000000001,-0.07353941176470583,0.07353941176470583,3.1780124164448713,4.200000000000003,-3.499993810124264,1.4999996993369193,4.2,0.0735294117647058,73.5294117647058,1306,13046.042405253997,3.7904959910382967,419,True,3.2191548859340187,0.07353941176470583,3.145615474169313,4.1999999999999975,4.200000000000003,True,2.6645352591003757e-15,-0.0,-0.0,4.836702350227521,464,True
ORegan2022,DC_reference,CustomTermination,0.05,1790,17868.068927458335,4.7922074343220595,4.4,-0.07353941176471417,0.07353941176471417,3.099283643592581,4.400000000000049,-1.0003054304034165,-0.06950003222812673,4.4,0.0735294117647058,73.5294117647058,1702,17006.457619537672,4.724016005427131,87,True,0.5925629428989274,0.07353941176471417,0.639672002478088,4.3999999999999915,4.400000000000049,True,4.884981308350689e-14,-0.0,-0.0,4.7922074343220595,0,False
ORegan2022,DCAC_full_protocol,CustomTermination,0.05,1298,12931.90126917959,4.79652235206589,4.4,-0.07353941176470606,0.07353941176470606,3.099283643592581,4.400000000395179,-6.9369073825369965,1.4999957904297925,4.4,0.0735294117647058,73.5294117647058,996,9925.769121237152,3.210361831308334,301,True,2.786951139818153,0.07353941176470606,6.86336797077229,4.39999999999942,4.400000000395179,True,3.951790006340161e-10,-0.0,-0.0,4.79652235206589,332,True
