Q_Ah,t_full_s,t_even_s,t_odd_s,dt_even_minus_odd_s,dt_full_minus_even_s,dt_full_minus_odd_s
0.63,1667.9721719138438,1668.09322895506,1668.850959155639,-0.7577302005788624,-0.12105704121631788,-0.8787872417951803
0.64,1694.4448497480905,1694.5659088652894,1695.323628262098,-0.7577193968086249,-0.12105911719891083,-0.8787785140075357
0.65,1720.9174545828928,1721.0385304012427,1721.7962179474682,-0.7576875462254975,-0.12107581834993653,-0.878763364575434
0.66,1747.3900225641037,1747.5110969924247,1748.2687866501994,-0.7576896577747902,-0.12107442832098059,-0.8787640860957708
0.67,1773.8626116495345,1773.983670098786,1774.7413933796356,-0.7577232808496319,-0.12105844925144993,-0.8787817301010818
0.68,1800.3351512005138,1800.4562086848446,1801.2139313031123,-0.757722618267735,-0.12105748433077679,-0.8787801025985118
0.6900000000000001,1826.8077307437359,1826.9287854148142,1827.6865168196434,-0.757731404829201,-0.12105467107835466,-0.8787860759075556
0.7000000000000001,1853.2802410535155,1853.4013015987512,1854.1590186796482,-0.7577170808970095,-0.12106054523565035,-0.8787776261326599
0.7100000000000001,1879.7526919507693,1879.873751657286,1880.6314708339278,-0.7577191766417855,-0.1210597065166894,-0.8787788831584749
0.7200000000000001,1906.2252356983465,1906.3462885567299,1907.1040241680244,-0.7577356112944926,-0.12105285838333657,-0.8787884696778292
0.7300000000000001,1932.6977252797737,1932.8187554254798,1933.5765350198283,-0.7577795943484489,-0.12103014570607229,-0.8788097400545212
0.7400000000000001,1959.1701924780978,1959.291213465116,1960.049010057706,-0.7577965925900116,-0.12102098701825525,-0.8788175796082669
0.7500000000000001,1985.6426305508176,1985.7636412637025,1986.5214577594556,-0.7578164957531044,-0.12101071288498133,-0.8788272086380857
0.76,2012.1150303643558,2012.2360352201963,2012.9938592056567,-0.7578239854603908,-0.12100485584051057,-0.8788288413009013
0.77,2038.5874586780456,2038.7084795909684,2039.4662782429252,-0.7577986519568185,-0.12102091292285877,-0.8788195648796773
0.78,2065.0599033606863,2065.180920682296,2065.9387227108377,-0.7578020285418461,-0.1210173216095427,-0.8788193501513888
0.79,2091.5322926019344,2091.653316062593,2092.4111043826956,-0.7577883201024633,-0.1210234606587619,-0.8788117807612252
0.8,2118.0047555808055,2118.1257730480474,2118.88357362541,-0.7578005773625591,-0.12101746724192708,-0.8788180446044862
0.81,2144.4772266594337,2144.598225422942,2145.3560633853313,-0.7578379623892033,-0.12099876350839622,-0.8788367258975995
0.8200000000000001,2170.949759302954,2171.0707742820246,2171.8285788135527,-0.7578045315281088,-0.12101497907042358,-0.8788195105985324
0.8300000000000001,2197.422195083842,2197.543204945639,2198.30102275752,-0.7578178118810683,-0.12100986179711981,-0.8788276736781881
0.8400000000000001,2223.8945969735405,2224.0155944797693,2224.77342996501,-0.7578354852407756,-0.12099750622883221,-0.8788329914696078
0.8500000000000001,2250.366934575965,2250.4879156620023,2251.2457813938486,-0.7578657318463229,-0.12098108603731816,-0.878846817883641
0.8600000000000001,2276.839192638345,2276.960192762613,2277.7180208888262,-0.7578281262130986,-0.12100012426799367,-0.8788282504810923
0.8700000000000001,2303.31149458843,2303.4324903146476,2304.190327352062,-0.757837037414447,-0.1209957262176431,-0.8788327636320901
0.8800000000000001,2329.783807875242,2329.904801637753,2330.6626439803263,-0.75784234257344,-0.12099376251080685,-0.8788361050842468
0.89,2356.2560618611537,2356.3770615635235,2357.1348865263276,-0.7578249628040794,-0.12099970236977242,-0.8788246651738518
0.9,2382.7283374524905,2382.849361794122,2383.6071456330637,-0.7577838389415774,-0.12102434163170983,-0.8788081805732872
0.91,2409.200667656198,2409.321702104189,2410.0794665964627,-0.757764492273509,-0.12103444799095087,-0.8787989402644598
0.92,2435.6730800157834,2435.7940953574293,2436.5519007456764,-0.7578053882471067,-0.12101534164594341,-0.8788207298930502
0.93,2462.145497499646,2462.2665050008995,2463.0243221689675,-0.7578171680679588,-0.12100750125364357,-0.8788246693216024
0.9400000000000001,2488.6180302023135,2488.739047695381,2489.4968465041784,-0.7577988087973608,-0.12101749306748388,-0.8788163018648447
0.9500000000000001,2515.090507701843,2515.2115151524044,2515.9693337063954,-0.757818553991001,-0.12100745056159212,-0.8788260045525931
0.9600000000000001,2541.5630499189324,2541.6840646781166,2542.4418714174853,-0.7578067393687888,-0.12101475918416327,-0.8788214985529521
0.9700000000000001,2568.0356121536965,2568.1566344473486,2568.9144257874527,-0.7577913401041769,-0.12102229365200401,-0.8788136337561809
0.9800000000000001,2594.5080884037266,2594.62911810903,2595.386904406044,-0.7577862970138085,-0.12102970530349921,-0.8788160023173077
0.9900000000000001,2620.980571452318,2621.1015792326043,2621.8593969362555,-0.7578177036511988,-0.12100778028616332,-0.8788254839373622
1.0,2647.4530083391505,2647.5740230140295,2648.3318252695085,-0.7578022554789641,-0.12101467487900663,-0.8788169303579707
1.01,2673.925506101164,2674.0465274310386,2674.8043157122206,-0.7577882811820018,-0.12102132987456571,-0.8788096110565675
1.02,2700.397941892678,2700.5189449967456,2701.276768836227,-0.7578238394812615,-0.12100310406776771,-0.8788269435490292
1.03,2726.870321848631,2726.9913339054287,2727.7491406958593,-0.7578067904305499,-0.12101205679755367,-0.8788188472281036
1.04,2753.3427337518015,2753.4637488183853,2754.2215513792826,-0.7578025608972894,-0.12101506658382277,-0.8788176274811121
1.05,2779.8151856642576,2779.9361781552866,2780.694030413228,-0.7578522579415221,-0.12099249102902832,-0.8788447489705504
1.06,2806.287628556686,2806.4086217723852,2807.1664695330105,-0.7578477606252818,-0.12099321569940003,-0.8788409763246818
1.07,2832.7599775279486,2832.8809651723905,2833.6388214293547,-0.75785625696426,-0.12098764444181143,-0.8788439014060714
1.08,2859.2323789042757,2859.353355383908,2860.1112384729918,-0.7578830890838617,-0.1209764796321906,-0.8788595687160523
1.09,2885.704854157259,2885.82584554464,2886.5836936703377,-0.7578481256978193,-0.12099138738085458,-0.8788395130786739
1.1,2912.177336906134,2912.298350768966,2913.0561561240215,-0.7578053550555524,-0.12101386283211468,-0.878819217887667
1.11,2938.6497594683215,2938.7707809827457,2939.528572095631,-0.7577911128851156,-0.12102151442422837,-0.878812627309344
1.12,2965.1220843945302,2965.243099270134,2966.0009010164986,-0.7578017463647484,-0.12101487560357782,-0.8788166219683262
1.1300000000000001,2991.594466982723,2991.715483287433,2992.4732807489277,-0.757797461494647,-0.12101630470988312,-0.8788137662045301
1.1400000000000001,3018.066955521678,3018.187963873971,3018.9457770872027,-0.7578132132316568,-0.12100835229284712,-0.878821565524504
1.1500000000000001,3044.5393330139564,3044.6603566120953,3045.4181397498373,-0.7577831377420807,-0.12102359813889052,-0.8788067358809712
1.1600000000000001,3071.01169314203,3071.1327166637543,3071.890499471097,-0.7577828073426645,-0.12102352172450992,-0.8788063290671744
1.1700000000000002,3097.4840935153984,3097.6051223119853,3098.3628980564376,-0.7577757444523741,-0.12102879658687016,-0.8788045410392442
1.1800000000000002,3123.9565565546127,3124.0775647405662,3124.8353854802604,-0.7578207396941252,-0.12100818595354212,-0.8788289256476673
1.1900000000000002,3150.4290460921497,3150.550057430774,3151.307868674644,-0.7578112438700373,-0.12101133862415736,-0.8788225824941946
1.2000000000000002,3176.901505540812,3177.0225206934383,3177.780319911458,-0.7577992180194997,-0.12101515262611429,-0.878814370645614
1.21,3203.373825748639,3203.4948477340126,3204.252634108131,-0.7577863741184956,-0.12102198537377262,-0.8788083594922682
1.22,3229.846181738235,3229.9671933442537,3230.7250009191703,-0.7578075749165691,-0.12101160601878291,-0.878819180935352
1.23,3256.3184583470793,3256.439475796381,3257.197270229779,-0.7577944333979758,-0.12101744930168934,-0.8788118826996651
1.24,3282.790834125979,3282.9118204707324,3283.669677430734,-0.7578569600013907,-0.12098634475341896,-0.8788433047548097
1.25,3309.263159787287,3309.3841577711364,3310.1419969718363,-0.7578392006998911,-0.1209979838495201,-0.8788371845494112
1.26,3335.7356317828567,3335.856635154727,3336.614462464873,-0.75782731014624,-0.12100337187030163,-0.8788306820165417
1.27,3362.208054818481,3362.3290311135315,3363.0869110727167,-0.7578799591851748,-0.12097629505069563,-0.8788562542358704
1.28,3388.680379818282,3388.801345191891,3389.5592488391594,-0.7579036472684493,-0.12096537360912407,-0.8788690208775733
1.29,3415.152709554861,3415.273652673912,3416.031606869326,-0.757954195414186,-0.12094311905093491,-0.8788973144651209
1.3,3441.6250552610168,3441.745972864417,3442.50396514918,-0.7579922847630769,-0.12091760340035762,-0.8789098881634345
1.31,3468.0973558128103,3468.218280698603,3468.9762638984334,-0.7579831998305053,-0.12092488579264682,-0.8789080856231521
1.32,3494.5697543176743,3494.6906563772677,3495.448688400054,-0.7580320227862103,-0.12090205959339073,-0.878934082379601
1.33,3521.042042971935,3521.162934201525,3521.9209851754804,-0.7580509739555055,-0.12089122958968801,-0.8789422035451935
1.34,3547.514353922212,3547.6352601816993,3548.393272212059,-0.7580120303596232,-0.12090625948712841,-0.8789182898467516
1.35,3573.9867199791242,3574.1076208124423,3574.865652885589,-0.7580320731467509,-0.12090083331804635,-0.8789329064647973
1.36,3600.45908337351,3600.5799837710297,3601.3380119816484,-0.7580282106187042,-0.12090039751956283,-0.878928608138267
1.37,3626.931422980715,3627.0523274317184,3627.810352513197,-0.7580250814785359,-0.12090445100329816,-0.878929532481834
1.3800000000000001,3653.4037963625533,3653.5246899881017,3654.2827342795395,-0.7580442914377272,-0.12089362554843319,-0.8789379169861604
1.3900000000000001,3679.8761316348996,3679.9970282246363,3680.755063364198,-0.7580351395617981,-0.12089658973673068,-0.8789317292985288
1.4000000000000001,3706.3484100441865,3706.4693105961064,3707.227342792035,-0.7580321959285357,-0.12090055191993088,-0.8789327478484665
1.4100000000000001,3732.8206453116863,3732.9415497048667,3733.6995670325496,-0.7580173276828646,-0.12090439318035351,-0.8789217208632181
1.4200000000000002,3759.2929836481776,3759.4138763758187,3760.1719253963597,-0.758049020540966,-0.12089272764114867,-0.8789417481821147
1.4300000000000002,3785.765373306649,3785.8862350081936,3786.6443431671964,-0.7581081590028589,-0.12086170154452702,-0.8789698605473859
1.4400000000000002,3812.2377330769523,3812.3585999389607,3813.116703084656,-0.7581031456952587,-0.12086686200836994,-0.8789700077036287
1.4500000000000002,3838.7101738649667,3838.8310445911807,3839.589138465229,-0.7580938740484271,-0.12087072621397965,-0.8789646002624067
1.46,3865.182561067671,3865.303424943859,3866.061533096348,-0.7581081524886031,-0.12086387618819572,-0.8789720286767988
1.47,3891.654892007727,3891.775751261839,3892.5338667146016,-0.7581154527624676,-0.1208592541120197,-0.8789747068744873
1.48,3918.127180930336,3918.248019637978,3919.006167692577,-0.7581480545991326,-0.12083870764172389,-0.8789867622408565
1.49,3944.599462315192,3944.7203124258835,3945.478441682484,-0.7581292566005686,-0.12085011069166285,-0.8789793672922315
1.5,3971.071787229888,3971.1926305076627,3971.950776631123,-0.7581461234603921,-0.1208432777748385,-0.8789894012352306
1.51,3997.5440054297633,3997.6648376165026,3998.423004064951,-0.7581664484482644,-0.12083218673933516,-0.8789986351875996
1.52,4024.01616863383,4024.1369988852193,4024.8951645945913,-0.7581657093719514,-0.12083025138917947,-0.8789959607611308
1.53,4050.4883504348145,4050.609179560818,4051.3673477243738,-0.7581681635556379,-0.12082912600362761,-0.8789972895592655
1.54,4076.960602584448,4077.081444870853,4077.83959155384,-0.7581466829869896,-0.12084228640469519,-0.8789889693916848
1.55,4103.432870288676,4103.553716487736,4104.311854800565,-0.7581383128290327,-0.12084619905999716,-0.8789845118890298
1.56,4129.905161433132,4130.025988694116,4130.784165068504,-0.758176374388313,-0.12082726098378771,-0.8790036353721007
1.57,4156.377469344728,4156.498306220771,4157.256458599188,-0.7581523784165256,-0.12083687604354054,-0.8789892544600661
1.58,4182.8496077699065,4182.97044386466,4183.728597575061,-0.7581537104006202,-0.12083609475394042,-0.8789898051545606
1.59,4209.321760781355,4209.442584694497,4210.200764347822,-0.7581796533249872,-0.12082391314197594,-0.8790035664669631
1.6,4235.793901775891,4235.9147181916505,4236.672906504446,-0.7581883127950277,-0.12081641575969115,-0.8790047285547189
1.61,4262.266083153896,4262.3869123551285,4263.145076980474,-0.7581646253456711,-0.12082920123248186,-0.878993826578153
1.62,4288.73829216175,4288.859117122253,4289.617294529032,-0.7581774067784863,-0.12082496050334157,-0.8790023672818279
1.6300000000000001,4315.210543836276,4315.331382021204,4316.089534235581,-0.7581522143764232,-0.12083818492828868,-0.8789903993047119
1.6400000000000001,4341.682784403193,4341.803625851604,4342.561769247667,-0.758143396063133,-0.12084144841082889,-0.8789848444739619
1.6500000000000001,4368.155011381204,4368.27584570262,4369.034003692119,-0.7581579894986135,-0.12083432141662342,-0.8789923109152369
1.6600000000000001,4394.627218298795,4394.748066534982,4395.506197301361,-0.7581307663785992,-0.12084823618715745,-0.8789790025657567
1.6700000000000002,4421.099447025501,4421.220302437343,4421.97841894026,-0.7581165029168915,-0.12085541184205795,-0.8789719147589494
1.6800000000000002,4447.571774141679,4447.692616534913,4448.450761317351,-0.7581447824377392,-0.12084239323394286,-0.878987175671682
1.6900000000000002,4474.0440922984,4474.16494435503,4474.923067949086,-0.7581235940560873,-0.12085205662970111,-0.8789756506857884
1.7000000000000002,4500.5163137537675,4500.6371453887905,4501.395311793944,-0.7581664051531334,-0.12083163502302341,-0.8789980401761568
1.7100000000000002,4526.988555370838,4527.109365749625,4527.867572812306,-0.758207062681322,-0.12081037878670031,-0.8790174414680223
1.72,4553.46082421087,4553.581656336977,4554.339816106746,-0.7581597697690086,-0.12083212610741612,-0.8789918958764247
1.73,4579.9329889993705,4580.053819780697,4580.811983047478,-0.7581632667806844,-0.12083078132673108,-0.8789940481074154
1.74,4606.405136122297,4606.5259802959035,4607.284119415962,-0.7581391200583312,-0.12084417360620137,-0.8789832936645325
1.75,4632.877283037092,4632.998105660617,4633.756288375571,-0.7581827149542733,-0.12082262352487305,-0.8790053384791463
1.76,4659.34948717423,4659.47031102299,4660.228493235583,-0.7581822125930557,-0.12082384876066499,-0.8790060613537207
1.77,4685.821693130276,4685.942532117758,4686.7006757747795,-0.7581436570217193,-0.12083898748187494,-0.8789826445035942
1.78,4712.29381540335,4712.414658786319,4713.172793178726,-0.7581343924075554,-0.1208433829688147,-0.8789777753763701
1.79,4738.765944246742,4738.886769699678,4739.644943358762,-0.7581736590846049,-0.12082545293560543,-0.8789991120202103
1.8,4765.238017579687,4765.358854649218,4766.11700151955,-0.7581468703319842,-0.12083706953126239,-0.8789839398632466
1.81,4791.710123910902,4791.830957285768,4792.589106367785,-0.7581490820166437,-0.12083337486546952,-0.8789824568821132
1.82,4818.182092052385,4818.302902249226,4819.061100518244,-0.7581982690180666,-0.12081019684046623,-0.8790084658585329
1.83,4844.654057702908,4844.774865149347,4845.533064950193,-0.7581998008463415,-0.1208074464384481,-0.8790072472847896
