protocol_pair,Q_Ah,dt_raw_s,dt_geom_s,dt_resid_s,abs_resid_s,t_DCAC_s,t_geom_DCAC_s,T_AC_s,geometry_phase_offset_rad,geom_prev_max_Q_Ah,geom_prev_max_time_s,geom_prev_max_deficit_mAh,geom_prev_max_lead_time_s,near_miss_deficit_le_1mAh,branch_jump_time_ge_0p25TAC,branch_jump_artifact_candidate
0.3C DC vs 0.3C+0.7C 0.1tau,1.99,0.3625973107027676,-0.7354716839290631,1.0980689946318307,1.0980689946318307,7023.9046078227075,7024.264883447784,6.974335690969341,0.1162389281828226,1.989674225670272,7020.4,0.32577432972802356,3.8648834477844503,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,2.6399999999999997,-2.0980434100638377,-1.0029797040078847,-1.095063706055953,1.095063706055953,9320.728093895808,9318.65003852604,6.974335690969341,0.1162389281828226,2.6398002193886763,9314.3,0.19978061132341907,4.350038526041317,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,2.01,0.9170158629794968,-0.1779113904431142,1.094927253422611,1.094927253422611,7093.94563542103,7094.295558448396,6.974335690969341,0.1162389281828226,2.0094156010013147,7089.4,0.5843989986851206,4.895558448396514,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,2.6199999999999997,1.2176439654795104,2.311027264859149,-1.0933832993796386,1.0933832993796386,9246.816581513562,9244.747796263076,6.974335690969341,0.1162389281828226,2.619977587312471,9244.3,0.022412687528561293,0.4477962630771799,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.41,0.4129897495440673,1.4778945774478416,-1.0649048279037745,1.0649048279037745,4976.578901430806,4974.992693657571,6.974335690969341,0.1162389281828226,1.4096211175399445,4974.5,0.378882460055463,0.49269365757118067,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.98,0.0605216705089333,-1.00315222890913,1.0636738994180632,1.0636738994180632,6988.909024190696,6989.238446345716,6.974335690969341,0.1162389281828226,1.9798094613044228,6985.4,0.1905386955771693,3.8384463457159654,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.3,4.540457632448124,3.4780076647962233,1.0624499676519008,1.0624499676519008,1054.40888514239,1055.3455217469627,6.974335690969341,0.1162389281828226,0.2995613159482061,1054.8000000000002,0.4386840517938695,0.5455217469625495,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,2.02,1.1574035769890545,0.1066583339852513,1.050745243003803,1.050745243003803,7129.0028101994785,7129.305106371017,6.974335690969341,0.1162389281828226,2.0193194500258413,7124.4,0.6805499741586729,4.9051063710176095,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,1.4300000000000002,0.930920095844158,1.9769515705838785,-1.0460314747397206,1.0460314747397206,5046.657152678402,5045.081871958532,6.974335690969341,0.1162389281828226,1.4296059302648365,5044.5,0.39406973516364907,0.5818719585322469,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.4200000000000002,0.6977361511171694,1.7341726202266727,-1.0364364691095034,1.0364364691095034,5011.592261784905,5010.030533261841,6.974335690969341,0.1162389281828226,1.4196147911106578,5009.5,0.38520888934234776,0.5305332618409011,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.97,-0.2519391662117414,-1.258094531125607,1.006155364913866,1.006155364913866,6953.9238545869775,6954.199271000883,6.974335690969341,0.1162389281828226,1.969937484630917,6950.4,0.06251536908297162,3.7992710008829818,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.31,4.740350447773608,3.739706004572099,1.0006444432015087,1.0006444432015087,1089.5067393361614,1090.377941054243,6.974335690969341,0.1162389281828226,0.30955645692373757,1089.8000000000002,0.4435430762624315,0.5779410542427286,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,2.03,1.3481338903702635,0.392549258195686,0.9555846321745776,0.9555846321745776,7164.109751715011,7164.313333093855,6.974335690969341,0.1162389281828226,2.029225558839145,7163.4,0.7744411608547885,0.9133330938557265,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,2.1799999999999997,0.8405388670880711,-0.0307022780280021,0.8712411451160733,0.8712411451160733,7694.084008204898,7694.148349335812,6.974335690969341,0.1162389281828226,2.1793811695979053,7689.299999999999,0.618830402094428,4.8483493358126,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.32,4.858080706725104,3.990537045991914,0.8675436607331903,0.8675436607331903,1124.686731350555,1125.4212276598787,6.974335690969341,0.1162389281828226,0.3195500511372827,1124.8000000000002,0.4499488627173198,0.6212276598785138,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.28,3.819581478945224,2.9525963781877635,0.8669851007574607,0.8669851007574607,984.5340405996442,985.2826977394596,6.974335690969341,0.1162389281828226,0.279678728673408,984.9000000000001,0.32127132659204305,0.38269773945955876,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.27,3.5395842220182203,2.673722829453709,0.8658613925645113,0.8658613925645113,949.5160874953592,950.267453641138,6.974335690969341,0.1162389281828226,0.2696839077189362,949.9000000000001,0.3160922810638289,0.36745364113789947,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.47,-2.2712551631993847,-1.410270083978503,-0.8609850792208817,0.8609850792208817,5191.049898065527,5189.64556420129,6.974335690969341,0.1162389281828226,1.4699628775922762,5185.5,0.03712240772379971,4.145564201289744,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.26,3.249277736856129,2.3931156044118325,0.8561621324442967,0.8561621324442967,914.5085720259854,915.253943219124,6.974335690969341,0.1162389281828226,0.2596909173830298,914.9000000000001,0.3090826169702132,0.35394321912394844,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.6900000000000001,0.7345116073825011,-0.1214125647115906,0.8559241720940918,0.8559241720940918,2434.825556948494,2435.415530211779,6.974335690969341,0.1162389281828226,0.6894425716482301,2430.6000000000004,0.557428351769973,4.815530211778423,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.68,0.4516767010709372,-0.4004652089447518,0.8521419100156891,0.8521419100156891,2399.810778165674,2400.400465208949,6.974335690969341,0.1162389281828226,0.679536485984582,2396.6,0.4635140154179984,3.8004652089489355,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.29,4.077249969844274,3.2280196456723615,0.8492303241719128,0.8492303241719128,1019.5742789903162,1020.3013921190308,6.974335690969341,0.1162389281828226,0.28967433691503747,1019.9000000000001,0.32566308496251306,0.4013921190306746,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.6,1.2603786385298008,2.094374842189609,-0.8339962036598081,0.8339962036598081,5646.390068597409,5644.964448686758,6.974335690969341,0.1162389281828226,1.5996430325308764,5644.4,0.3569674691237257,0.5644486867586238,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.48,-1.9811571016052767,-1.1491388657823336,-0.8320182358229431,0.8320182358229431,5226.05748366101,5224.678550630143,6.974335690969341,0.1162389281828226,1.4798704152900402,5220.5,0.12958470995982907,4.178550630143036,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.7000000000000001,0.9897190441456588,0.1609411978993193,0.8287778462463393,0.8287778462463393,2469.867826876934,2470.4272940962305,6.974335690969341,0.1162389281828226,0.6993424904137661,2465.6000000000004,0.6575095862340063,4.827294096230162,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.25,2.9408098864612384,2.112299374121335,0.8285105123399035,0.8285105123399035,879.5191917313487,880.2406418023586,6.974335690969341,0.1162389281828226,0.2497007765590028,879.9000000000001,0.29922344099719833,0.3406418023585047,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.67,0.1490046194244314,-0.6739858823093527,0.8229905017337842,0.8229905017337842,2364.8159587518226,2365.379868235251,6.974335690969341,0.1162389281828226,0.6696808573802661,2361.6,0.31914261973398084,3.7798682352508877,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.24,2.629834488680558,1.8327311544579743,0.7971033342225837,0.7971033342225837,844.5324137189663,845.2260923749627,6.974335690969341,0.1162389281828226,0.23971446610021796,844.9000000000001,0.28553389978203114,0.3260923749626272,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.66,-0.1640112862701244,-0.9390177039636,0.7750064176934757,0.7750064176934757,2329.831288438223,2330.3507824098424,6.974335690969341,0.1162389281828226,0.6598190410444397,2326.6,0.1809589555603619,3.7507824098424862,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,2.04,1.4409654337841855,0.6782563916167419,0.7627090421674438,0.7627090421674438,7199.314707710347,7199.321743607484,6.974335690969341,0.1162389281828226,2.03920188131554,7198.4,0.798118684460114,0.9217436074841316,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.2299999999999999,2.3136821495993445,1.5559121712609567,0.7577699783383878,0.7577699783383878,809.5506585461334,810.2087937111004,6.974335690969341,0.1162389281828226,0.2297329157260514,809.9000000000001,0.26708427394850354,0.30879371110029297,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.7100000000000001,1.1885439358261465,0.4448124882542288,0.7437314475719177,0.7437314475719177,2504.966616025779,2505.4375404529383,6.974335690969341,0.1162389281828226,0.7092824452825734,2504.6000000000004,0.7175547174266272,0.8375404529379011,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.49,-1.595249844823229,-0.8644863580857418,-0.7307634867374873,0.7307634867374873,5260.969248660363,5259.688015769495,6.974335690969341,0.1162389281828226,1.4897560964409766,5259.4,0.2439035590233729,0.28801576949535956,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.22,1.99938455335041,1.2835033733935006,0.7158811799569094,0.7158811799569094,774.5671044967326,775.1870848619088,6.974335690969341,0.1162389281828226,0.21975699161047496,774.9000000000001,0.2430083895250401,0.2870848619087383,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.65,-0.4808322052876974,-1.1914356514666906,0.7106034461789932,0.7106034461789932,2294.850633661993,2295.309082710283,6.974335690969341,0.1162389281828226,0.649950304745072,2291.6,0.04969525492803939,3.709082710282928,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,1.5,-1.28166485712336,-0.5919775339161788,-0.6896873232071812,0.6896873232071812,5295.95319810889,5294.709624592374,6.974335690969341,0.1162389281828226,1.4997321215974044,5294.4,0.26787840259556717,0.30962459237434814,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.21,1.6810124032616611,1.017461199968693,0.6635512032929682,0.6635512032929682,739.5876161128116,740.1590093882743,6.974335690969341,0.1162389281828226,0.20985574873747734,735.9000000000001,0.1442512625226544,4.259009388274194,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,1.59,1.2044255414284637,1.861231387571024,-0.6568058461425608,0.6568058461425608,5611.147864457229,5609.903474494328,6.974335690969341,0.1162389281828226,1.5896547725566914,5609.4,0.34522744330867106,0.5034744943286569,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.51,-0.9690165342608452,-0.3150932580665539,-0.6539232761942912,0.6539232761942912,5330.938139561781,5329.726857963574,6.974335690969341,0.1162389281828226,1.5097137590829777,5329.4,0.2862409170223401,0.3268579635741844,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.52,-0.655315343095026,-0.0354905071753819,-0.6198248359196441,0.6198248359196441,5365.922264228056,5364.741372859731,6.974335690969341,0.1162389281828226,1.5197001415608196,5364.4,0.29985843918045596,0.34137285973156395,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.2,1.3692072915006293,0.7602148380248082,0.6089924534758211,0.6089924534758211,704.6015882029336,705.1221381031589,6.974335690969341,0.1162389281828226,0.1999513021096431,700.9000000000001,0.04869789035691352,4.222138103158841,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,1.85,0.5564957312990373,-0.0453793107644742,0.6018750420635115,0.6018750420635115,6529.542059023282,6529.457144015934,6.974335690969341,0.1162389281828226,1.8499510935101116,6529.4,0.048906489888533855,0.0571440159346821,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.86,0.8332769874850783,0.2413225023365157,0.5919544851485625,0.5919544851485625,6564.5630889967,6564.464559849883,6.974335690969341,0.1162389281828226,1.85994620455418,6564.4,0.0537954458201817,0.06455984988315322,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.53,-0.3442531459240854,0.2453312168845514,-0.5895843628086368,0.5895843628086368,5400.908975010242,5399.754668782721,6.974335690969341,0.1162389281828226,1.529690338350125,5399.4,0.3096616498750038,0.3546687827210917,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.84,0.2566121085210398,-0.3310915820211448,0.5877036905421846,0.5877036905421846,6494.544136789511,6494.448738640142,6.974335690969341,0.1162389281828226,1.8399575591297528,6494.4,0.04244087024729559,0.04873864014280116,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.58,1.0366915391559814,1.6114021005123504,-0.574710561356369,0.574710561356369,5576.017405299286,5574.8591861343375,6.974335690969341,0.1162389281828226,1.5796631452652115,5574.4,0.3368547347886164,0.4591861343378696,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.54,-0.0377037491371083,0.5259145713889666,-0.563618320526075,0.563618320526075,5435.900217126775,5434.768203075265,6.974335690969341,0.1162389281828226,1.5396833678504154,5434.4,0.31663214958466135,0.3682030752652281,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.83,-0.0541003886100952,-0.6144853326859447,0.5603849440758495,0.5603849440758495,6459.556998359541,6459.438014743758,6.974335690969341,0.1162389281828226,1.8299666275692148,6459.4,0.0333724307852723,0.03801474375813996,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.87,1.0695080103023429,0.5276087232332429,0.5418992870691,0.5418992870691,6599.624691168014,6599.472391276035,6.974335690969341,0.1162389281828226,1.8699418450579608,6599.4,0.058154942039312374,0.07239127603497764,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.57,0.8089196227429056,1.3498338105246148,-0.5409141877817092,0.5409141877817092,5540.947026749698,5539.826636777277,6.974335690969341,0.1162389281828226,1.5696691513536016,5539.4,0.3308486463984295,0.4266367772770536,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.55,0.2660756831464823,0.8047324231565653,-0.538656740010083,0.538656740010083,5470.894179108636,5469.783502870546,6.974335690969341,0.1162389281828226,1.5496782106455471,5469.4,0.3217893544529282,0.38350287054618093,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.7200000000000001,1.2639045136538698,0.7286768681647118,0.535227645489158,0.535227645489158,2540.1888847331265,2540.4477937200904,6.974335690969341,0.1162389281828226,0.7192613121455622,2539.6000000000004,0.7386878544378694,0.8477937200900669,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.56,0.5493406090054123,1.0800631781257837,-0.5307225691203712,0.5307225691203712,5505.908712539684,5504.802289762626,6.974335690969341,0.1162389281828226,1.559673823112547,5504.4,0.3261768874529558,0.4022897626264239,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.82,-0.375849992534313,-0.8942014658105109,0.5183514732761978,0.5183514732761978,6424.581110686297,6424.423613229834,6.974335690969341,0.1162389281828226,1.8199792902379057,6424.4,0.020709762094339723,0.02361322983415448,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.81,-0.6952804458696846,-1.1687477355280862,0.4734672896584015,0.4734672896584015,6389.602828333461,6389.404041852503,6.974335690969341,0.1162389281828226,1.8099964905635784,6389.4,0.003509436421689216,0.004041852503178234,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.88,1.222043751385172,0.8118721961382107,0.4101715552469613,0.4101715552469613,6634.769866870587,6634.482245450178,6.974335690969341,0.1162389281828226,1.8799369607493588,6634.4,0.06303925064110594,0.08224545017856144,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.8,-1.0189398266174976,-1.4204325714217705,0.4014927448042726,0.4014927448042726,6354.628518581788,6354.361609041347,6.974335690969341,0.1162389281828226,1.799992928514461,6350.4,0.007071485539134059,3.961609041347401,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.13,3.7070745576994,3.371967134193085,0.3351074235063151,0.3351074235063151,455.17885230006294,455.4515622775759,6.974335690969341,0.1162389281828226,0.12954248571065188,454.9000000000001,0.457514289348121,0.5515622775757834,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.14,3.970803325066413,3.639252119809157,0.3315512052572558,0.3315512052572558,490.21321223736567,490.47839493901904,6.974335690969341,0.1162389281828226,0.13953811608333974,489.9000000000001,0.46188391666027173,0.5783949390189491,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.12,3.4171644139321984,3.098699045448029,0.3184653684841692,0.3184653684841692,420.1707619936012,420.4307127192617,6.974335690969341,0.1162389281828226,0.11954723647970444,419.9000000000001,0.45276352029555156,0.5307127192616008,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.11,3.117005464228953,2.821480371169912,0.2955250930590409,0.2955250930590409,385.17260607206987,385.4138137464805,6.974335690969341,0.1162389281828226,0.10955341743924087,384.9000000000001,0.4465825607591345,0.5138137464804231,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.15,4.192097134735491,3.8979989000364417,0.2940982346990495,0.2940982346990495,525.2897585688257,525.5137658058511,6.974335690969341,0.1162389281828226,0.14953307346092048,524.9000000000001,0.46692653907950965,0.6137658058510169,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.1,2.8077160243059893,2.542018935057456,0.2656970892485333,0.2656970892485333,350.1836819959543,350.39915753553373,6.974335690969341,0.1162389281828226,0.09956205854548023,349.9000000000001,0.43794145451978017,0.49915753553364084,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.09,2.4953891989048884,2.261844819662997,0.2335443792418914,0.2335443792418914,315.1975539034081,315.3852140038689,6.974335690969341,0.1162389281828226,0.0895741569125751,314.9000000000001,0.42584308742489585,0.48521400386880487,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.08,2.1792823741582197,1.9824310633329671,0.1968513108252523,0.1968513108252523,280.2151025011765,280.3705101131397,6.974335690969341,0.1162389281828226,0.07959066350149886,279.9000000000001,0.4093364985011394,0.47051011313959634,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.16,4.336089300404865,4.144842257182404,0.1912470432224609,0.1912470432224609,560.4435416120384,560.5610400957643,6.974335690969341,0.1162389281828226,0.15952631269078724,559.9000000000001,0.4736873092127669,0.6610400957641787,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.64,-1.4629467563781873,-1.2822464985574695,-0.1807002578207175,0.1807002578207175,5790.305146927062,5789.517540615701,6.974335690969341,0.1162389281828226,1.6399249311717319,5785.4,0.07506882826802119,4.117540615701728,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,0.07,1.8649479772876136,1.7053061083939554,0.159641868893658,0.159641868893658,245.2306513249702,245.35351742101943,6.974335690969341,0.1162389281828226,0.0696124704250618,244.9000000000001,0.3875295749382057,0.4535174210193418,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.65,-1.1377911987883635,-1.015901397910966,-0.1218898008773976,0.1218898008773976,5825.278010399736,5824.545313162103,6.974335690969341,0.1162389281828226,1.6498751748372558,5824.4,0.12482516274414657,0.14531316210377554,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.06,1.5533279134462532,1.4321739869312466,0.1211539265150065,0.1211539265150065,210.24337654426253,210.33253189542293,6.974335690969341,0.1162389281828226,0.05968196976955214,205.9000000000001,0.3180302304478591,4.432531895422841,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,1.89,1.2044496069929664,1.0921356740091142,0.1123139329838522,0.1123139329838522,6670.08521362908,6669.496099619357,6.974335690969341,0.1162389281828226,1.8899305043623353,6669.4,0.06949563766456279,0.09609961935711908,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.1699999999999999,4.291075501575733,4.375163395213917,-0.0840878936381841,0.0840878936381841,595.7864321732036,595.624836604792,6.974335690969341,0.1162389281828226,0.16951681155698203,594.9000000000001,0.4831884430178679,0.7248366047919035,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,0.05,1.2420025902232794,1.1650600897420702,0.0769425004812092,0.0769425004812092,175.25557744605663,175.30552814555284,6.974335690969341,0.1162389281828226,0.049780990101947906,170.9000000000001,0.21900989805209714,4.405528145552751,True,True,True
0.3C DC vs 0.3C+0.7C 0.1tau,1.66,-0.8150550612863299,-0.7429338244610335,-0.0721212368252963,0.0721212368252963,5860.2532859907315,5859.566463235702,6.974335690969341,0.1162389281828226,1.6598547457322554,5859.4,0.1452542677444768,0.16646323570239474,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.7100000000000002,0.719428209344187,0.663139729276736,0.056288480067451,0.056288480067451,6035.208426559285,6034.630977917209,6.974335690969341,0.1162389281828226,1.7098100046881288,6034.4,0.18999531187136043,0.23097791720920213,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.74,1.428313987906222,1.4825919097629594,-0.0542779218567375,0.0542779218567375,6140.3935372135265,6139.693878677869,6.974335690969341,0.1162389281828226,1.7397928609309807,6139.4,0.2071390690192576,0.293878677869543,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.7000000000000002,0.4323949044091932,0.381332468005894,0.0510624364032992,0.0510624364032992,6000.197448303688,5999.618667531431,6.974335690969341,0.1162389281828226,1.6998145645784786,5999.4,0.18543542152160697,0.21866753143149253,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.72,0.9851613836344768,0.942091840305693,0.0430695433287837,0.0430695433287837,6070.240701076664,6069.646143453228,6.974335690969341,0.1162389281828226,1.7198055675367478,6069.4,0.1944324632521255,0.24614345322879672,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.6900000000000002,0.1334012282350158,0.0983611542997096,0.0350400739353062,0.0350400739353062,5965.198598752131,5964.607521198089,6.974335690969341,0.1162389281828226,1.6898202988047026,5964.4,0.17970119529753248,0.2075211980891254,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.6700000000000002,-0.4928626600594725,-0.4651996647990017,-0.0276629952604707,0.0276629952604707,5895.22897224048,5894.5828467230895,6.974335690969341,0.1162389281828226,1.6698394044384446,5894.4,0.16059556155556542,0.18284672308982408,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.73,1.229241075054233,1.2161297844813816,0.0131112905728514,0.0131112905728514,6105.294608663255,6104.666223156101,6.974335690969341,0.1162389281828226,1.7298001998889105,6104.4,0.19980011108944318,0.2662231561016597,True,False,False
0.3C DC vs 0.3C+0.7C 0.1tau,1.6800000000000002,-0.1796359238369405,-0.1842865432699909,0.0046506194330504,0.0046506194330504,5930.2137057766495,5929.596051248609,6.974335690969341,0.1162389281828226,1.6798282432867468,5929.4,0.17175671325331265,0.19605124860936485,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.23,521.308930289616,94.87848930073142,426.4304409888846,426.4304409888846,7350.105337642672,7775.709745992298,697.4335690969347,-0.0502654824574366,2.2299672701272706,7377.600000000006,0.03272987272939787,398.1097459922921,True,True,True
0.3C DC vs 0.3C+0.7C 10tau,1.4400000000000002,518.009027918758,95.8443497556209,422.164678163137,422.164678163137,4564.877037117329,4986.508591420545,697.4335690969347,-0.0502654824574366,1.4395423095998223,4587.700000000004,0.4576904001778459,398.8085914205403,True,True,True
0.3C DC vs 0.3C+0.7C 10tau,2.4299999999999997,519.7975268839436,100.3390841680084,419.4584427159352,419.4584427159352,8057.575923331104,8476.131504065997,697.4335690969347,-0.0502654824574366,2.429490984954258,8475.5,0.5090150457416343,0.6315040659974329,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,1.64,511.52650963788255,101.31195200154434,410.2145576363382,410.2145576363382,5277.315690532801,5686.9233421156,697.4335690969347,-0.0502654824574366,1.6398192214349865,5686.700000000004,0.1807785650134175,0.22334211559518735,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,0.65,502.768513514472,96.81162725322338,405.95688626124866,405.95688626124866,1791.6012879422333,2197.3060198055928,697.4335690969347,-0.0502654824574366,0.6495954818799002,2196.800000000003,0.40451812009978383,0.5060198055898582,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.49,232.91802474166252,244.96951529302896,-12.051490551366442,12.051490551366442,8556.243570807994,8543.26577882327,697.4335690969347,-0.0502654824574366,2.4892775440801795,8542.5,0.7224559198206748,0.7657788232700113,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.48,208.30758938085455,220.30430492194137,-11.996715541086814,11.996715541086814,8545.555763596725,8532.636871547309,697.4335690969347,-0.0502654824574366,2.479871688307547,8532.5,0.1283116924528649,0.13687154730905604,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.47,183.8503639896007,195.7469104834854,-11.89654649388467,11.89654649388467,8534.715003434996,8521.900148338716,697.4335690969347,-0.0502654824574366,2.469629953311057,8521.5,0.3700466889431375,0.4001483387164626,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.46,159.62917376423138,171.37345050862314,-11.744276744391756,11.744276744391756,8523.63812591529,8510.97949066653,697.4335690969347,-0.0502654824574366,2.4595656808644444,8510.5,0.4343191355555831,0.47949066653018235,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.4499999999999997,135.74084708716873,147.27160434986217,-11.530757262693442,11.530757262693442,8512.22841422461,8499.78721917824,697.4335690969347,-0.0502654824574366,2.449747045023384,8499.5,0.25295497661570465,0.28721917824077536,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.44,112.3073362667983,123.54794818012851,-11.240611913330213,11.240611913330213,8500.364010930713,8488.216757700928,697.4335690969347,-0.0502654824574366,2.4393931509735944,8487.5,0.6068490264055093,0.7167577009277011,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.3,252.9046094286232,263.7591485314342,-10.854539102811032,10.854539102811032,7865.594790650855,7853.887910290937,697.4335690969347,-0.0502654824574366,2.2997281308821176,7853.600000000006,0.27186911788223966,0.28791029093099496,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.29,228.22343338493735,239.0591168696019,-10.835683484664514,10.835683484664514,7854.978027947042,7843.293824305721,697.4335690969347,-0.0502654824574366,2.289346104436404,7842.600000000006,0.6538955635959631,0.6938243057147702,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.31,277.61087624191805,288.4452669063512,-10.834390664433158,10.834390664433158,7876.186558419889,7864.495909563069,697.4335690969347,-0.0502654824574366,2.3091575568649256,7863.600000000006,0.8424431350744221,0.8959095630634692,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.28,203.63593220315488,214.41310124414304,-10.777169040988156,10.777169040988156,7844.267709404404,7832.64572228413,697.4335690969347,-0.0502654824574366,2.279957241854008,7832.600000000006,0.04275814599186134,0.045722284124167345,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.32,302.2734797904968,313.0484703201646,-10.774990529667775,10.774990529667775,7886.821974186766,7875.186823796304,697.4335690969347,-0.0502654824574366,2.319454364897552,7874.600000000006,0.5456351024477613,0.5868237962986314,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.27,179.21524224437417,189.89248465229505,-10.677242407920858,10.677242407920858,7833.390630889139,7821.872221228929,697.4335690969347,-0.0502654824574366,2.2697492680264517,7821.600000000006,0.25073197354830157,0.27222122892362677,True,False,False
0.3C DC vs 0.3C+0.7C 10tau,2.33,326.8235960804341,337.49534222481543,-10.67174614438136,10.67174614438136,7897.569834587643,7886.034069538703,697.4335690969347,-0.0502654824574366,2.3296037134583725,7885.600000000006,0.3962865416275996,0.4340695386972584,True,False,False
