audit_day,protocol_family,framework,amplitude_class,protocol_pair,DC_reference_C,DC_C,AC_C,kappa,m_tau,AC_off_after_Vmax_status,post_Vmax_AC_status,same_protocol_family_as_Day21A_Day22A,boundary_ordering_by_Q,Q_Vmax_shift_Ah_DC_minus_DCAC,Q80_common_region,Q90_common_region,dt_Q80_common_raw_s,dt_Q90_common_raw_s,residual_region_name,prescribed_residual_status,prescribed_residual_p95_abs_s,fitted_residual_p95_abs_s,audit_resolution_p95_s,Q80_raw_resolution_status,Q90_raw_resolution_status,final_Q_status,evidence_status,mechanism_verdict,interpretation_class,caveat,synthesis_interpretation
Day21A,AC_off_after_Vmax,A_B_D_AC_off_segmentation,high_amplitude_AC_gt_DC,Chen2020: 0.2C DC vs 0.2C+0.5C charge-first full protocol,0.2,,,,,supported_by_audit,AC_off_after_Vmax,True,boundary_order_unresolved,,B_voltage_boundary_control_state_split,B_voltage_boundary_control_state_split,1088.331043994467,2110.724380658258,Segment_A,not_computed_in_day20B_unified_adapter,,,,,,,valid,positive_full_protocol_raw_gain_boundary_control_state_split_not_Segment_A_residual,boundary_control_state_mediated_first_passage_gain,source=PyBaMM_Day20B_full_protocol_batch;segment_A_residual_not_recomputed_in_unified_adapter,high_amplitude_AC_off_boundary_control_state_dominant
Day21A,AC_off_after_Vmax,A_B_D_AC_off_segmentation,high_amplitude_AC_gt_DC,OKane2022: 0.2C DC vs 0.2C+0.5C charge-first full protocol,0.2,,,,,supported_by_audit,AC_off_after_Vmax,True,boundary_order_unresolved,,B_voltage_boundary_control_state_split,B_voltage_boundary_control_state_split,789.6498200399328,1799.4117004945438,Segment_A,not_computed_in_day20B_unified_adapter,,,,,,,valid,positive_full_protocol_raw_gain_boundary_control_state_split_not_Segment_A_residual,boundary_control_state_mediated_first_passage_gain,source=PyBaMM_Day20B_full_protocol_batch;segment_A_residual_not_recomputed_in_unified_adapter,high_amplitude_AC_off_boundary_control_state_dominant
Day21A,AC_off_after_Vmax,A_B_D_AC_off_segmentation,high_amplitude_AC_gt_DC,ORegan2022: 0.2C DC vs 0.2C+0.5C charge-first full protocol,0.2,,,,,supported_by_audit,AC_off_after_Vmax,True,boundary_order_unresolved,,B_voltage_boundary_control_state_split,B_voltage_boundary_control_state_split,3193.4160405040548,4295.186705521044,Segment_A,not_computed_in_day20B_unified_adapter,,,,,,,valid_with_CV_current_transient_warning,positive_full_protocol_raw_gain_boundary_control_state_split_not_Segment_A_residual,boundary_control_state_mediated_first_passage_gain,source=PyBaMM_Day20B_full_protocol_batch;segment_A_residual_not_recomputed_in_unified_adapter;DCAC_CV_current_transient_warning;DCAC_CV_charge_above_CC_peak,high_amplitude_AC_off_boundary_control_state_dominant
