path,name,suffixes,size_kb,mtime,read_ok,n_rows,n_cols_or_keys,columns_or_keys,role_guess,has_time,has_current,has_voltage,has_Q,has_dt,has_event,has_cv_or_termination,has_frequency,error
data/day18_step1_anchor_feasibility_matrix.csv,day18_step1_anchor_feasibility_matrix.csv,.csv,5.32,2026-05-05 11:58,True,16.0,26,"[""param_set"", ""protocol"", ""tau95_eq_s"", ""f_anchor_Hz"", ""T_anchor_s"", ""Q_nom_Ah"", ""V_min_cutoff"", ""V_max_cutoff"", ""I_dc_A"", ""I_ac_A"", ""termination"", ""termination_class"", ""feasibility_verdict"", ""t_end_s"", ""t_max_s"", ""V_init_charge"", ""V_min_obs"", ""V_max_obs"", ""V_below_Vmin_fraction"", ""V_above_Vmax_fraction"", ""Q_net_end_Ah"", ""t_to_Vmax_s"", ""Q_to_Vmax_Ah"", ""n_t_eval"", ""dt_eval_s"", ""wall_s""]",event_boundary_metadata,True,True,True,True,True,True,True,True,
data/day18_step1_anchor_feasibility_matrix_v3.csv,day18_step1_anchor_feasibility_matrix_v3.csv,.csv,6.37,2026-05-05 12:12,True,16.0,31,"[""param_set"", ""protocol"", ""tau95_eq_s"", ""f_anchor_Hz"", ""T_anchor_s"", ""Q_nom_Ah"", ""V_min_cutoff"", ""V_max_cutoff"", ""V_init_charge"", ""V_headroom_init_V"", ""I_dc_A"", ""I_ac_A"", ""I_charge_peak_C"", ""I_discharge_peak_C"", ""lobe_duration_s_pred"", ""lobe_Qfrac_pred"", ""termination"", ""termination_class"", ""feasibility_verdict"", ""t_end_s"", ""t_max_s"", ""V_min_obs"", ""V_max_obs"", ""V_below_Vmin_fraction"", ""V_above_Vmax_fraction"", ""Q_net_end_Ah"", ""t_to_Vmax_s"", ""Q_to_Vmax_Ah"", ""n_t_eval"", ""dt_eval_s"", ""wall_s""]",event_boundary_metadata,True,True,True,True,True,True,True,True,
data/day18_step1_anchor_trajectories.npz,day18_step1_anchor_trajectories.npz,.npz,2052.66,2026-05-05 11:58,True,,64,"[""Ecker2015__DC_0p2C__t"", ""Ecker2015__DC_0p2C__V"", ""Ecker2015__DC_0p2C__I"", ""Ecker2015__DC_0p2C__Q_net"", ""Ecker2015__DCAC_DC0p2C_AC0p8C_10tau__t"", ""Ecker2015__DCAC_DC0p2C_AC0p8C_10tau__V"", ""Ecker2015__DCAC_DC0p2C_AC0p8C_10tau__I"", ""Ecker2015__DCAC_DC0p2C_AC0p8C_10tau__Q_net"", ""Mohtat2020__DC_0p2C__t"", ""Mohtat2020__DC_0p2C__V"", ""Mohtat2020__DC_0p2C__I"", ""Mohtat2020__DC_0p2C__Q_net"", ""Mohtat2020__DCAC_DC0p2C_AC0p8C_10tau__t"", ""Mohtat2020__DCAC_DC0p2C_AC0p8C_10tau__V"", ""Mohtat2020__DCAC_DC0p2C_AC0p8C_10tau__I"", ""Mohtat2020__DCAC_DC0p2C_AC0p8C_10tau__Q_net"", ""NCA_Kim2011__DC_0p2C__t"", ""NCA_Kim2011__DC_0p2C__V"", ""NCA_Kim2011__DC_0p2C__I"", ""NCA_Kim2011__DC_0p2C__Q_net"", ""NCA_Kim2011__DCAC_DC0p2C_AC0p8C_10tau__t"", ""NCA_Kim2011__DCAC_DC0p2C_AC0p8C_10tau__V"", ""NCA_Kim2011__DCAC_DC0p2C_AC0p8C_10tau__I"", ""NCA_Kim2011__DCAC_DC0p2C_AC0p8C_10tau__Q_net"", ""Ai2020__DC_0p2C__t"", ""Ai2020__DC_0p2C__V"", ""Ai2020__DC_0p2C__I"", ""Ai2020__DC_0p2C__Q_net"", ""Ai2020__DCAC_DC0p2C_AC0p8C_10tau__t"", ""Ai2020__DCAC_DC0p2C_AC0p8C_10tau__V"", ""Ai2020__DCAC_DC0p2C_AC0p8C_10tau__I"", ""Ai2020__DCAC_DC0p2C_AC0p8C_10tau__Q_net"", ""Chen2020__DC_0p2C__t"", ""Chen2020__DC_0p2C__V"", ""Chen2020__DC_0p2C__I"", ""Chen2020__DC_0p2C__Q_net"", ""Chen2020__DCAC_DC0p2C_AC0p8C_10tau__t"", ""Chen2020__DCAC_DC0p2C_AC0p8C_10tau__V"", ""Chen2020__DCAC_DC0p2C_AC0p8C_10tau__I"", ""Chen2020__DCAC_DC0p2C_AC0p8C_10tau__Q_net"", ""OKane2022__DC_0p2C__t"", ""OKane2022__DC_0p2C__V"", ""OKane2022__DC_0p2C__I"", ""OKane2022__DC_0p2C__Q_net"", ""OKane2022__DCAC_DC0p2C_AC0p8C_10tau__t"", ""OKane2022__DCAC_DC0p2C_AC0p8C_10tau__V"", ""OKane2022__DCAC_DC0p2C_AC0p8C_10tau__I"", ""OKane2022__DCAC_DC0p2C_AC0p8C_10tau__Q_net"", ""Marquis2019__DC_0p2C__t"", ""Marquis2019__DC_0p2C__V"", ""Marquis2019__DC_0p2C__I"", ""Marquis2019__DC_0p2C__Q_net"", ""Marquis2019__DCAC_DC0p2C_AC0p8C_10tau__t"", ""Marquis2019__DCAC_DC0p2C_AC0p8C_10tau__V"", ""Marquis2019__DCAC_DC0p2C_AC0p8C_10tau__I"", ""Marquis2019__DCAC_DC0p2C_AC0p8C_10tau__Q_net"", ""ORegan2022__DC_0p2C__t"", ""ORegan2022__DC_0p2C__V"", ""ORegan2022__DC_0p2C__I"", ""ORegan2022__DC_0p2C__Q_net"", ""ORegan2022__DCAC_DC0p2C_AC0p8C_10tau__t"", ""ORegan2022__DCAC_DC0p2C_AC0p8C_10tau__V"", ""ORegan2022__DCAC_DC0p2C_AC0p8C_10tau__I"", ""ORegan2022__DCAC_DC0p2C_AC0p8C_10tau__Q_net""]",npz_trajectory_cache,True,False,True,True,False,False,False,True,
data/day18_step1_anchor_trajectories_v3.npz,day18_step1_anchor_trajectories_v3.npz,.npz,3898.12,2026-05-05 12:12,True,,64,"[""Ecker2015__DC_0p2C__t"", ""Ecker2015__DC_0p2C__V"", ""Ecker2015__DC_0p2C__I"", ""Ecker2015__DC_0p2C__Q_net"", ""Ecker2015__DCAC_DC0p2C_AC0p5C_10tau__t"", ""Ecker2015__DCAC_DC0p2C_AC0p5C_10tau__V"", ""Ecker2015__DCAC_DC0p2C_AC0p5C_10tau__I"", ""Ecker2015__DCAC_DC0p2C_AC0p5C_10tau__Q_net"", ""Mohtat2020__DC_0p2C__t"", ""Mohtat2020__DC_0p2C__V"", ""Mohtat2020__DC_0p2C__I"", ""Mohtat2020__DC_0p2C__Q_net"", ""Mohtat2020__DCAC_DC0p2C_AC0p5C_10tau__t"", ""Mohtat2020__DCAC_DC0p2C_AC0p5C_10tau__V"", ""Mohtat2020__DCAC_DC0p2C_AC0p5C_10tau__I"", ""Mohtat2020__DCAC_DC0p2C_AC0p5C_10tau__Q_net"", ""NCA_Kim2011__DC_0p2C__t"", ""NCA_Kim2011__DC_0p2C__V"", ""NCA_Kim2011__DC_0p2C__I"", ""NCA_Kim2011__DC_0p2C__Q_net"", ""NCA_Kim2011__DCAC_DC0p2C_AC0p5C_10tau__t"", ""NCA_Kim2011__DCAC_DC0p2C_AC0p5C_10tau__V"", ""NCA_Kim2011__DCAC_DC0p2C_AC0p5C_10tau__I"", ""NCA_Kim2011__DCAC_DC0p2C_AC0p5C_10tau__Q_net"", ""Ai2020__DC_0p2C__t"", ""Ai2020__DC_0p2C__V"", ""Ai2020__DC_0p2C__I"", ""Ai2020__DC_0p2C__Q_net"", ""Ai2020__DCAC_DC0p2C_AC0p5C_10tau__t"", ""Ai2020__DCAC_DC0p2C_AC0p5C_10tau__V"", ""Ai2020__DCAC_DC0p2C_AC0p5C_10tau__I"", ""Ai2020__DCAC_DC0p2C_AC0p5C_10tau__Q_net"", ""Chen2020__DC_0p2C__t"", ""Chen2020__DC_0p2C__V"", ""Chen2020__DC_0p2C__I"", ""Chen2020__DC_0p2C__Q_net"", ""Chen2020__DCAC_DC0p2C_AC0p5C_10tau__t"", ""Chen2020__DCAC_DC0p2C_AC0p5C_10tau__V"", ""Chen2020__DCAC_DC0p2C_AC0p5C_10tau__I"", ""Chen2020__DCAC_DC0p2C_AC0p5C_10tau__Q_net"", ""OKane2022__DC_0p2C__t"", ""OKane2022__DC_0p2C__V"", ""OKane2022__DC_0p2C__I"", ""OKane2022__DC_0p2C__Q_net"", ""OKane2022__DCAC_DC0p2C_AC0p5C_10tau__t"", ""OKane2022__DCAC_DC0p2C_AC0p5C_10tau__V"", ""OKane2022__DCAC_DC0p2C_AC0p5C_10tau__I"", ""OKane2022__DCAC_DC0p2C_AC0p5C_10tau__Q_net"", ""Marquis2019__DC_0p2C__t"", ""Marquis2019__DC_0p2C__V"", ""Marquis2019__DC_0p2C__I"", ""Marquis2019__DC_0p2C__Q_net"", ""Marquis2019__DCAC_DC0p2C_AC0p5C_10tau__t"", ""Marquis2019__DCAC_DC0p2C_AC0p5C_10tau__V"", ""Marquis2019__DCAC_DC0p2C_AC0p5C_10tau__I"", ""Marquis2019__DCAC_DC0p2C_AC0p5C_10tau__Q_net"", ""ORegan2022__DC_0p2C__t"", ""ORegan2022__DC_0p2C__V"", ""ORegan2022__DC_0p2C__I"", ""ORegan2022__DC_0p2C__Q_net"", ""ORegan2022__DCAC_DC0p2C_AC0p5C_10tau__t"", ""ORegan2022__DCAC_DC0p2C_AC0p5C_10tau__V"", ""ORegan2022__DCAC_DC0p2C_AC0p5C_10tau__I"", ""ORegan2022__DCAC_DC0p2C_AC0p5C_10tau__Q_net""]",npz_trajectory_cache,True,False,True,True,False,False,False,True,
data/day18_step1_phase_audit_matrix_v4_charge_first.csv,day18_step1_phase_audit_matrix_v4_charge_first.csv,.csv,3.4,2026-05-05 14:21,True,6.0,36,"[""param_set"", ""protocol"", ""phase_label"", ""anchor_label"", ""DC_rate_C"", ""AC_rate_C"", ""n_tau"", ""tau95_eq_s"", ""T_anchor_s"", ""f_anchor_Hz"", ""Q_nom_Ah"", ""feasibility_verdict"", ""term_reason"", ""termination_raw"", ""wall_s"", ""t_end_s"", ""V_init_V"", ""V_min_obs"", ""V_max_obs"", ""frac_below_Vmin"", ""frac_above_Vmax"", ""Q_to_Vmax_Ah"", ""t_to_Vmax_s"", ""Q_net_end_Ah"", ""V_max_cutoff"", ""V_min_cutoff"", ""V_headroom_to_Vmax_init_V"", ""V_headroom_to_Vmin_init_V"", ""I_initial_A"", ""I_first_nonzero_A"", ""I_min_first_period_A"", ""I_max_first_period_A"", ""I_initial_C"", ""I_first_nonzero_C"", ""I_min_first_period_C"", ""I_max_first_period_C""]",event_boundary_metadata,True,True,True,True,False,True,True,True,
data/day18_step1_phase_audit_trajectories_v4_charge_first.npz,day18_step1_phase_audit_trajectories_v4_charge_first.npz,.npz,1282.29,2026-05-05 14:21,True,,24,"[""Chen2020__DC_0p2C__t"", ""Chen2020__DC_0p2C__V"", ""Chen2020__DC_0p2C__I"", ""Chen2020__DC_0p2C__Q_net"", ""Chen2020__DCAC_DC0p2C_AC0p5C_10tau__t"", ""Chen2020__DCAC_DC0p2C_AC0p5C_10tau__V"", ""Chen2020__DCAC_DC0p2C_AC0p5C_10tau__I"", ""Chen2020__DCAC_DC0p2C_AC0p5C_10tau__Q_net"", ""OKane2022__DC_0p2C__t"", ""OKane2022__DC_0p2C__V"", ""OKane2022__DC_0p2C__I"", ""OKane2022__DC_0p2C__Q_net"", ""OKane2022__DCAC_DC0p2C_AC0p5C_10tau__t"", ""OKane2022__DCAC_DC0p2C_AC0p5C_10tau__V"", ""OKane2022__DCAC_DC0p2C_AC0p5C_10tau__I"", ""OKane2022__DCAC_DC0p2C_AC0p5C_10tau__Q_net"", ""ORegan2022__DC_0p2C__t"", ""ORegan2022__DC_0p2C__V"", ""ORegan2022__DC_0p2C__I"", ""ORegan2022__DC_0p2C__Q_net"", ""ORegan2022__DCAC_DC0p2C_AC0p5C_10tau__t"", ""ORegan2022__DCAC_DC0p2C_AC0p5C_10tau__V"", ""ORegan2022__DCAC_DC0p2C_AC0p5C_10tau__I"", ""ORegan2022__DCAC_DC0p2C_AC0p5C_10tau__Q_net""]",npz_trajectory_cache,True,False,True,True,False,False,False,True,
data/day18_step1c_event_phase_audit_v3.csv,day18_step1c_event_phase_audit_v3.csv,.csv,0.52,2026-05-05 12:30,True,2.0,11,"[""param_set"", ""T_period_s"", ""t_end_DCAC_s"", ""n_periods_at_term"", ""sin_omega_tend"", ""I_end_A"", ""I_end_C"", ""phase_label"", ""Q_to_Vmax_DC_Ah"", ""Q_to_Vmax_DCAC_Ah"", ""Q_reduction_pct""]",event_boundary_metadata,True,True,True,True,False,True,True,True,
data/day18_step1c_first_passage_dV_audit_v3.csv,day18_step1c_first_passage_dV_audit_v3.csv,.csv,0.39,2026-05-05 12:30,True,2.0,12,"[""param_set"", ""Q_nom_Ah"", ""q_lo_Ah"", ""q_hi_Ah"", ""n_grid"", ""n_valid"", ""dV_median_V"", ""dV_mean_V"", ""dV_max_V"", ""dV_min_V"", ""frac_dV_positive"", ""frac_dV_above_10mV""]",csv_auxiliary,False,True,True,True,False,False,False,False,
data/day18_step2_dt_Q_audit_v3.csv,day18_step2_dt_Q_audit_v3.csv,.csv,7.08,2026-05-05 12:50,True,7.0,59,"[""param_set"", ""anchor_label"", ""Q_nom_Ah"", ""tau95_eq_s"", ""T_period_s"", ""f_anchor_Hz"", ""Q_sinusoidal_ripple_amp_Ah"", ""rel_ripple_pct_window"", ""q_lo_full_Ah"", ""q_lo_stable_added_Ah"", ""q_hi_Ah"", ""stable_window_definition"", ""n_grid"", ""n_valid"", ""t_end_DC_s"", ""t_end_DCAC_s"", ""event_shift_s"", ""Q_to_Vmax_DC_Ah"", ""Q_to_Vmax_DCAC_Ah"", ""Q_to_Vmax_shift_Ah"", ""Q_to_Vmax_shift_pct"", ""full_n"", ""full_status"", ""full_mean_s"", ""full_median_s"", ""full_area_sAh"", ""full_min_s"", ""full_max_s"", ""full_range_s"", ""full_frac_positive"", ""full_frac_above_thr"", ""full_frac_below_thr"", ""full_n_cross"", ""full_mean_early_s"", ""full_mean_mid_s"", ""full_mean_late_s"", ""full_t_dc_avg_s"", ""full_rel_signal_pct"", ""full_class_mean"", ""full_sign_topology"", ""stable_n"", ""stable_status"", ""stable_mean_s"", ""stable_median_s"", ""stable_area_sAh"", ""stable_min_s"", ""stable_max_s"", ""stable_range_s"", ""stable_frac_positive"", ""stable_frac_above_thr"", ""stable_frac_below_thr"", ""stable_n_cross"", ""stable_mean_early_s"", ""stable_mean_mid_s"", ""stable_mean_late_s"", ""stable_t_dc_avg_s"", ""stable_rel_signal_pct"", ""stable_class_mean"", ""stable_sign_topology""]",event_boundary_metadata,True,True,True,True,True,True,True,True,
data/day18_step2_dt_Q_audit_v4_charge_first.csv,day18_step2_dt_Q_audit_v4_charge_first.csv,.csv,4.26,2026-05-05 14:37,True,3.0,71,"[""param_set"", ""anchor_label"", ""phase_label"", ""Q_nom_Ah"", ""T_period_s"", ""f_anchor_Hz"", ""Q_sinusoidal_ripple_amp_Ah"", ""rel_ripple_pct_window"", ""q_lo_full_Ah"", ""q_lo_stable_added_Ah"", ""q_hi_Ah"", ""stable_window_definition"", ""n_grid"", ""n_valid"", ""t_end_DC_s"", ""t_end_DCAC_s"", ""event_shift_s"", ""Q_to_Vmax_DC_Ah"", ""Q_to_Vmax_DCAC_Ah"", ""Q_to_Vmax_shift_Ah"", ""Q_to_Vmax_shift_pct"", ""full_n"", ""full_status"", ""full_mean_s"", ""full_median_s"", ""full_area_sAh"", ""full_min_s"", ""full_max_s"", ""full_range_s"", ""full_frac_positive"", ""full_frac_above_thr"", ""full_frac_below_thr"", ""full_n_cross"", ""full_mean_early_s"", ""full_mean_mid_s"", ""full_mean_late_s"", ""full_t_dc_avg_s"", ""full_rel_signal_pct"", ""full_class_mean"", ""full_sign_topology"", ""full_geom_mean_s"", ""full_geom_sign_topology"", ""full_resid_mean_s"", ""full_resid_max_abs_s"", ""full_resid_class_mean"", ""full_resid_sign_topology"", ""stable_n"", ""stable_status"", ""stable_mean_s"", ""stable_median_s"", ""stable_area_sAh"", ""stable_min_s"", ""stable_max_s"", ""stable_range_s"", ""stable_frac_positive"", ""stable_frac_above_thr"", ""stable_frac_below_thr"", ""stable_n_cross"", ""stable_mean_early_s"", ""stable_mean_mid_s"", ""stable_mean_late_s"", ""stable_t_dc_avg_s"", ""stable_rel_signal_pct"", ""stable_class_mean"", ""stable_sign_topology"", ""stable_geom_mean_s"", ""stable_geom_sign_topology"", ""stable_resid_mean_s"", ""stable_resid_max_abs_s"", ""stable_resid_class_mean"", ""stable_resid_sign_topology""]",event_boundary_metadata,True,True,True,True,True,True,True,True,
data/day18_step2_dt_Q_curves_long_v3.csv.gz,day18_step2_dt_Q_curves_long_v3.csv.gz,.csv.gz,27.42,2026-05-05 12:50,True,560.0,12,"[""param_set"", ""anchor_label"", ""Q_Ah"", ""Q_frac_nom_added"", ""t_DC_s"", ""t_DCAC_s"", ""dtQ_s"", ""window_full"", ""window_stable_added"", ""protocol_DC"", ""protocol_DCAC"", ""status""]",dtQ_curve_or_summary,True,False,False,True,True,False,False,False,
data/day18_step2_dt_Q_curves_long_v4_charge_first.csv.gz,day18_step2_dt_Q_curves_long_v4_charge_first.csv.gz,.csv.gz,16.06,2026-05-05 14:37,True,240.0,15,"[""param_set"", ""anchor_label"", ""phase_label"", ""Q_Ah"", ""Q_frac_nom_added"", ""t_DC_s"", ""t_DCAC_s"", ""dtQ_s"", ""dtQ_geom_s"", ""dtQ_resid_s"", ""window_full"", ""window_stable_added"", ""protocol_DC"", ""protocol_DCAC"", ""status""]",dtQ_curve_or_summary,True,False,False,True,True,False,False,False,
data/day18_step2_dt_Q_v3_vs_v4_common_window.csv,day18_step2_dt_Q_v3_vs_v4_common_window.csv,.csv,0.75,2026-05-05 14:37,True,3.0,15,"[""param_set"", ""v3_status"", ""common_q_hi_Ah"", ""v3_full_mean_s"", ""v3_geom_mean_s"", ""v3_resid_mean_s"", ""v3_resid_max_abs_s"", ""v3_topology"", ""v3_resid_topology"", ""v4_full_mean_s"", ""v4_geom_mean_s"", ""v4_resid_mean_s"", ""v4_resid_max_abs_s"", ""v4_topology"", ""v4_resid_topology""]",dtQ_curve_or_summary,False,True,False,True,True,False,False,False,
data/results_day11_plating_dt_Q80.csv,results_day11_plating_dt_Q80.csv,.csv,4.07,2026-04-29 12:48,True,24.0,14,"[""condition"", ""kappa"", ""tau_label"", ""DC"", ""AC"", ""f_Hz"", ""t_Q80_DCAC_min"", ""t_Q80_DC_ref_min"", ""dt_Q80_plating_min"", ""dt_Q80_X5A_min"", ""dt_Q80_exp_min"", ""CC_time_min"", ""plating_loss_mAh"", ""status""]",dtQ_curve_or_summary,True,False,False,False,True,False,False,True,
data/results_day8_x2_three_way_dt_Q80.csv,results_day8_x2_three_way_dt_Q80.csv,.csv,2.71,2026-04-27 12:33,True,23.0,15,"[""condition"", ""DC"", ""AC"", ""f_Hz"", ""kappa"", ""tau_label"", ""dt_x2_DFN_min"", ""dt_v01_SPMe_min"", ""dt_exp_MJ1_min"", ""sign_x2"", ""sign_v01"", ""sign_exp"", ""x2_vs_exp"", ""v01_vs_exp"", ""x2_vs_v01""]",dtQ_curve_or_summary,False,False,False,False,True,False,False,True,
data/results_day8_x2_three_way_dt_Q80_v2.csv,results_day8_x2_three_way_dt_Q80_v2.csv,.csv,2.75,2026-04-27 12:38,True,23.0,15,"[""condition"", ""DC"", ""AC"", ""f_Hz"", ""kappa"", ""tau_label"", ""dt_x2_DFN_min"", ""dt_v01_SPMe_min"", ""dt_exp_MJ1_min"", ""sign_x2"", ""sign_v01"", ""sign_exp"", ""x2_vs_exp"", ""v01_vs_exp"", ""x2_vs_v01""]",dtQ_curve_or_summary,False,False,False,False,True,False,False,True,
data/results_day8_x4_5way_dt_Q80.csv,results_day8_x4_5way_dt_Q80.csv,.csv,3.25,2026-04-27 12:55,True,22.0,21,"[""condition"", ""DC"", ""AC"", ""tau_label"", ""kappa"", ""dt_R1"", ""dt_R3"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_R1"", ""s_R3"", ""s_X2"", ""s_v01"", ""s_exp"", ""R1_vs_exp"", ""R3_vs_exp"", ""X2_vs_exp"", ""v01_vs_exp"", ""R1_vs_R3"", ""R1_vs_X2""]",dtQ_curve_or_summary,False,False,False,False,True,False,False,False,
data/results_day8_x4_5way_dt_Q80_v2.csv,results_day8_x4_5way_dt_Q80_v2.csv,.csv,4.41,2026-04-27 13:01,True,22.0,23,"[""condition"", ""DC"", ""AC"", ""tau_label"", ""kappa"", ""f_Hz_X4_R1"", ""f_Hz_v01"", ""dt_R1"", ""dt_R3"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_R1"", ""s_R3"", ""s_X2"", ""s_v01"", ""s_exp"", ""R1_vs_exp"", ""R3_vs_exp"", ""X2_vs_exp"", ""v01_vs_exp"", ""R1_vs_R3"", ""R1_vs_X2""]",dtQ_curve_or_summary,False,False,False,False,True,False,False,True,
data/results_day8_x5_4way_dt_Q80.csv,results_day8_x5_4way_dt_Q80.csv,.csv,3.5,2026-04-27 13:41,True,25.0,18,"[""condition"", ""DC"", ""AC"", ""f_Hz"", ""kappa"", ""tau_label"", ""dt_X5A"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_X5A"", ""s_X2"", ""s_v01"", ""s_exp"", ""X5A_vs_exp"", ""X2_vs_exp"", ""v01_vs_exp"", ""X5A_vs_X2""]",dtQ_curve_or_summary,False,False,False,False,True,False,False,True,
data/results_day8_x5_4way_dt_Q80_v2.csv,results_day8_x5_4way_dt_Q80_v2.csv,.csv,3.49,2026-04-27 13:46,True,25.0,18,"[""condition"", ""DC"", ""AC"", ""f_Hz"", ""kappa"", ""tau_label"", ""dt_X5A"", ""dt_X2"", ""dt_v01"", ""dt_exp"", ""s_X5A"", ""s_X2"", ""s_v01"", ""s_exp"", ""X5A_vs_exp"", ""X2_vs_exp"", ""v01_vs_exp"", ""X5A_vs_X2""]",dtQ_curve_or_summary,False,False,False,False,True,False,False,True,
