condition,n_time,min_U_NE_mV,fraction_time_below_50mV,fraction_time_below_0mV,max_c_e_range_molm3,max_neg_surface_sto_range,status
Chen2020_DFN_Day33B_DC03,12159,37.28056183906979,0.21983715766099185,0.0,377.86842281485883,0.11671652965597157,ok
Chen2020_DFN_Day33B_DC03_AC0p7_stress,14885,-25.29869098240431,0.22230433322136378,0.03997312730937185,1054.2997394115312,0.1730015989960868,ok
Chen2020_DFN_Day33B_DC03_AC0p38_boundary,14511,0.5840363154033125,0.14506236648060092,0.0,748.0294117155989,0.1332763294365063,ok
Chen2020_DFN_Day33B_DC03_AC0p3_intermediate,14209,6.6610047008486255,0.12872123302132452,0.0,670.475139253738,0.12532247983346045,ok
